,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,markcap.datatype,markcap.type,markcap.value,country
2520,uri,http://www.wikidata.org/entity/Q11326050,en,literal,Hiday Hidaka,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q128186,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-10-22T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2521,uri,http://www.wikidata.org/entity/Q843457,en,literal,Niigata Television Network 21,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q1254874,literal,,literal,,literal,http://www.wikidata.org/entity/Q132705,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2522,uri,http://www.wikidata.org/entity/Q11238695,en,literal,PIAA Corporation,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q3477381,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-07-01T00:00:00Z,,,,en,literal,PIAA Corporation,,,,,,,,,,,,,wd:Q17
2523,uri,http://www.wikidata.org/entity/Q11386688,en,literal,Kurashiki Kokusai Hotel,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q467487,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-03-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2524,uri,http://www.wikidata.org/entity/Q1239326,en,literal,Monolith Soft Inc.,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-10-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,272,,,,,,,,,,,,,,,,wd:Q17
2525,uri,http://www.wikidata.org/entity/Q28504101,en,literal,Koman,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,0717-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2526,uri,http://www.wikidata.org/entity/Q28925477,en,literal,Moritomo Gakuen,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q446760,literal,,literal,,literal,http://www.wikidata.org/entity/Q490594,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-08-25T00:00:00Z,,,,ja,literal,学校法人森友学園,,,,,,,,,,,,,wd:Q17
2527,uri,http://www.wikidata.org/entity/Q11332279,en,literal,Phantom Film,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q932586, http://www.wikidata.org/entity/Q368290",literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-12-05T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2528,uri,http://www.wikidata.org/entity/Q11222992,en,literal,Hakuba 47 Winter Sports Park,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
2529,uri,http://www.wikidata.org/entity/Q11513792,en,literal,Spring Airlines Japan,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q273798,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-10-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2530,uri,http://www.wikidata.org/entity/Q11641393,en,literal,Roadside station Seto-shinano,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-03-03T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2531,uri,http://www.wikidata.org/entity/Q5479732,en,literal,Francfranc,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-07-11T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2532,uri,http://www.wikidata.org/entity/Q11325027,en,literal,New Akan Hotel,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
2533,uri,http://www.wikidata.org/entity/Q11595259,en,literal,Akita Nairiku Jukan Tetsudo Railway,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q653545,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-10-31T00:00:00Z,,,,ja,literal,秋田内陸縦貫鉄道,,,,,,,,,,,,,wd:Q17
2534,uri,http://www.wikidata.org/entity/Q7813954,en,literal,Tokyo Metropolitan Government Bureau of Waterworks,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3530518,literal,http://www.wikidata.org/entity/Q1074185,http://www.w3.org/2001/XMLSchema#dateTime,literal,1890-07-05T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2535,uri,http://www.wikidata.org/entity/Q7488584,en,literal,"Shangri-La Hotel, Tokyo",uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2536,uri,http://www.wikidata.org/entity/Q28025376,en,literal,Studio Ponoc,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2575347,literal,,literal,http://www.wikidata.org/entity/Q16887447,literal,http://www.wikidata.org/entity/Q210661,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-04-15T00:00:00Z,,,,ja,literal,株式会社スタジオポノック,,,,,,,,,,,,,wd:Q17
2537,uri,http://www.wikidata.org/entity/Q277763,en,literal,A-1 Pictures,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2575347,literal,,literal,,literal,http://www.wikidata.org/entity/Q232631,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-05-09T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,157,,,,,,,,,,,,,,,,wd:Q17
2538,uri,http://www.wikidata.org/entity/Q11656794,en,literal,Hankyu Department Store Umeda Main Store,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q5648576, http://www.wikidata.org/entity/Q108836768",http://www.w3.org/2001/XMLSchema#dateTime,literal,1929-04-15T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2539,uri,http://www.wikidata.org/entity/Q105320204,en,literal,Kumanoyu Ski Area,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
2540,uri,http://www.wikidata.org/entity/Q11324360,en,literal,Niseko Moiwa Ski Resort,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
2541,uri,http://www.wikidata.org/entity/Q11641014,en,literal,Roadside station Oasis Obuse,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-08-13T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2542,uri,http://www.wikidata.org/entity/Q3482163,en,literal,Shinagawa Prince Hotel,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-07-11T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2543,uri,http://www.wikidata.org/entity/Q10854522,en,literal,FM Aichi Broadcasting,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q80434,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-05-28T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2544,uri,http://www.wikidata.org/entity/Q11320256,en,literal,DeNA,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q638608,literal,"http://www.wikidata.org/entity/Q7820162, http://www.wikidata.org/entity/Q11449999",literal,,literal,http://www.wikidata.org/entity/Q193638,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-03-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2545,uri,http://www.wikidata.org/entity/Q1903962,en,literal,Osaka Monorail,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q653510,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-12-15T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2546,uri,http://www.wikidata.org/entity/Q111406755,en,literal,ANA Crowne Plaza Narita,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
2547,uri,http://www.wikidata.org/entity/Q8015078,en,literal,Shizuoka Asahi Television,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q131320,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-11-19T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2548,uri,http://www.wikidata.org/entity/Q10854510,en,literal,Fm-Kyoto Inc.,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q120730,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-07-17T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2549,uri,http://www.wikidata.org/entity/Q204284,en,literal,All Nippon Airways,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q765633,literal,,literal,,literal,http://www.wikidata.org/entity/Q190088,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2550,uri,http://www.wikidata.org/entity/Q259340,en,literal,7-Eleven,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q7361709,literal,,literal,,literal,"http://www.wikidata.org/entity/Q51690, http://www.wikidata.org/entity/Q16557, http://www.wikidata.org/entity/Q1490",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1927-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,20700,,,,,,,,,,,,,,,,wd:Q17
2551,uri,http://www.wikidata.org/entity/Q15149613,en,literal,Vanilla Air,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q765633,literal,,literal,,literal,http://www.wikidata.org/entity/Q273798,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,en,literal,Vanilla Air Inc.,,,,,,,,,,,,,wd:Q17
2552,uri,http://www.wikidata.org/entity/Q11341273,,literal,Q11341273,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q80434,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-03-07T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2553,uri,http://www.wikidata.org/entity/Q11506765,en,literal,Japan Volleyball League Organization,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-09-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2554,uri,http://www.wikidata.org/entity/Q1575112,en,literal,Vixen,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q128186,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2555,uri,http://www.wikidata.org/entity/Q11281185,en,literal,Yotsuba Milk Products,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q637776,literal,,literal,,literal,http://www.wikidata.org/entity/Q1079635,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-23T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2556,uri,http://www.wikidata.org/entity/Q11331421,en,literal,Pixiv Inc.,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-07-25T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2557,uri,http://www.wikidata.org/entity/Q11287996,en,literal,NexTone,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2558,uri,http://www.wikidata.org/entity/Q66756008,en,literal,Liber Hotel at Universal Studios Japan,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
2559,uri,http://www.wikidata.org/entity/Q11363237,en,literal,Nakago,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q71707,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1935-10-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2560,uri,http://www.wikidata.org/entity/Q7102771,en,literal,Orion Breweries,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q4899370,literal,,literal,,literal,http://www.wikidata.org/entity/Q55525077,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-05-18T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2561,uri,http://www.wikidata.org/entity/Q17228732,en,literal,Shinada,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2613257,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-07-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2562,uri,http://www.wikidata.org/entity/Q2744340,en,literal,Bank of Yokohama,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q11543276,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1920-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4733,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,21577196000,http://www.w3.org/2001/XMLSchema#decimal,literal,1159100000,http://www.w3.org/2001/XMLSchema#decimal,literal,518900000000,wd:Q17
2563,uri,http://www.wikidata.org/entity/Q11277860,en,literal,Holp Shuppan,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-05-14T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2564,uri,http://www.wikidata.org/entity/Q100253452,en,literal,"Suiran, a Luxury Collection Hotel, Kyoto",uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
2565,uri,http://www.wikidata.org/entity/Q11521202,en,literal,Sapporo Transportation Service Promotion Corporation,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2365150,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-11-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2566,uri,http://www.wikidata.org/entity/Q6080447,en,literal,Ishizuchi Tozan Ropeway,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2567,uri,http://www.wikidata.org/entity/Q16861591,en,literal,Blue Barber Shop,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1923-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2568,uri,http://www.wikidata.org/entity/Q107639197,en,literal,%Arabica,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q8486,literal,,literal,,literal,http://www.wikidata.org/entity/Q34600,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2569,uri,http://www.wikidata.org/entity/Q11542902,en,literal,Yokohama Royal Park Hotel,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q587108,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-09-15T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2570,uri,http://www.wikidata.org/entity/Q4892545,en,literal,Berlitz Japan,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2571,uri,http://www.wikidata.org/entity/Q11350325,en,literal,Logitec,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-06-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2572,uri,http://www.wikidata.org/entity/Q45700,en,literal,Konami,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-03-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,10392,,,,,,,,,,,,,,,,wd:Q17
2573,uri,http://www.wikidata.org/entity/Q4036547,en,literal,Core Magazine,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2574,uri,http://www.wikidata.org/entity/Q1334796,en,literal,Kiosk,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
2575,uri,http://www.wikidata.org/entity/Q11289760,en,literal,Examu,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,30,,,,,,,,,,,,,,,,wd:Q17
2576,uri,http://www.wikidata.org/entity/Q20982998,en,literal,Lay-duce,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2575347,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2577,uri,http://www.wikidata.org/entity/Q11415798,en,literal,Meitetsu Kanko Bus,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11751,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-09-10T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2578,uri,http://www.wikidata.org/entity/Q3341241,en,literal,Nidec,uri,http://www.wikidata.org/entity/Q17,literal,,literal,http://www.wikidata.org/entity/Q11549950,literal,,literal,http://www.wikidata.org/entity/Q1154649,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-07-23T00:00:00Z,,,,en,literal,Nidec Corporation,,,,,,,,,,,,,wd:Q17
2579,uri,http://www.wikidata.org/entity/Q1143528,en,literal,Key,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q35765,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-07-21T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2580,uri,http://www.wikidata.org/entity/Q866991,en,literal,Daiso,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2301114,literal,http://www.wikidata.org/entity/Q11584353,literal,,literal,http://www.wikidata.org/entity/Q653372,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-12-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2581,uri,http://www.wikidata.org/entity/Q111467271,en,literal,HIKARI,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q876485,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2582,uri,http://www.wikidata.org/entity/Q7499501,en,literal,Shizuoka Bank,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q174691,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1943-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,6541,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,43722000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14076128000,http://www.w3.org/2001/XMLSchema#decimal,literal,1105100000,http://www.w3.org/2001/XMLSchema#decimal,literal,536200000000,wd:Q17
2583,uri,http://www.wikidata.org/entity/Q6383787,en,literal,Keio Plaza Hotel,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q430349,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2584,uri,http://www.wikidata.org/entity/Q97311156,en,literal,SUMMIT,uri,http://www.wikidata.org/entity/Q17,literal,,literal,http://www.wikidata.org/entity/Q106529333,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2585,uri,http://www.wikidata.org/entity/Q11368524,en,literal,Tango Kairiku Kotsu,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1203259,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1944-02-14T00:00:00Z,,,,en,literal,"Tango Kairiku Kotsu Co., Ltd.",,,,,,,,,,,,,wd:Q17
2586,uri,http://www.wikidata.org/entity/Q28052505,en,literal,Royton Sapporo,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
2587,uri,http://www.wikidata.org/entity/Q11541455,,literal,Q11541455,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q123258,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-07-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2588,uri,http://www.wikidata.org/entity/Q11377182,en,literal,Imabari Kokusai Hotel,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,ja,literal,株式会社今治国際ホテル,,,,,,,,,,,,,wd:Q17
2589,uri,http://www.wikidata.org/entity/Q11604612,en,literal,Awazu Onsen,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11399702,,,,,,,,,,,,,,,,,,,,,,wd:Q17
2590,uri,http://www.wikidata.org/entity/Q55532077,en,literal,Momijidō,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q875301,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1912-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2591,uri,http://www.wikidata.org/entity/Q259340,en,literal,7-Eleven,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q7361709,literal,,literal,,literal,"http://www.wikidata.org/entity/Q51690, http://www.wikidata.org/entity/Q16557, http://www.wikidata.org/entity/Q1490",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1927-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,20700,,,,,,,,,,,,,,,,wd:Q17
2592,uri,http://www.wikidata.org/entity/Q11258950,en,literal,Iizuna Resort,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
2593,uri,http://www.wikidata.org/entity/Q18339309,en,literal,White Valley Ski Resort,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
2594,uri,http://www.wikidata.org/entity/Q11337855,en,literal,Hotel Okura Kobe,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-06-22T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2595,uri,http://www.wikidata.org/entity/Q11303403,en,literal,KOHNAN,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q122723,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-09-20T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2596,uri,http://www.wikidata.org/entity/Q11343758,en,literal,Sompo Care,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q132936,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-05-26T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2597,uri,http://www.wikidata.org/entity/Q60989780,en,literal,Sanjidō Sasaki,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1908-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2598,uri,http://www.wikidata.org/entity/Q11323944,,literal,Q11323944,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q35765,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-09-14T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
2599,uri,http://www.wikidata.org/entity/Q11641198,en,literal,Roadside station Meisui-no-sato Kyogoku,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
