,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,officialname.xml:lang,officialname.type,officialname.value,origindate.datatype,origindate.type,origindate.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country
318,uri,http://www.wikidata.org/entity/Q4783214,en,literal,Arab National Bank,ar,literal,البنك العربي الوطني,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,183442477000,http://www.w3.org/2001/XMLSchema#decimal,literal,23235361000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
319,uri,http://www.wikidata.org/entity/Q4166519,en,literal,Saudi British Bank,ar,literal,البنك السعودي البريطاني,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,265472444000,http://www.w3.org/2001/XMLSchema#decimal,literal,31278928000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
320,uri,http://www.wikidata.org/entity/Q541179,en,literal,Saudia,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,http://www.wikidata.org/entity/Q60311156,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
321,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q398,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,wd:Q851
322,uri,http://www.wikidata.org/entity/Q12188937,en,literal,Nadec,ar,literal,الشركة الوطنية للتنمية الزراعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-08-18T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3943957000,http://www.w3.org/2001/XMLSchema#decimal,literal,1446253000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
323,uri,http://www.wikidata.org/entity/Q75971164,en,literal,Hilton Garden Inn Riyadh Olaya,en,literal,Hilton Garden Inn Riyadh Olaya,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-07-02T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
324,uri,http://www.wikidata.org/entity/Q20403120,en,literal,Hail Cement Comany,ar,literal,شركة أسمنت حائل,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-11-30T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1313855000,http://www.w3.org/2001/XMLSchema#decimal,literal,1061289000,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q811891, http://www.wikidata.org/entity/Q189306",literal,,literal,,literal,http://www.wikidata.org/entity/Q675568,literal,,,,,,,,,,,wd:Q851
325,uri,http://www.wikidata.org/entity/Q12188903,en,literal,Saudi Electricity Company,ar,literal,الشركة السعودية للكهرباء,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,479829990000,http://www.w3.org/2001/XMLSchema#decimal,literal,73569872000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q20385848,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
326,uri,http://www.wikidata.org/entity/Q20403318,en,literal,Al Hassan Ghazi Ibrahim Shaker Co.,ar,literal,شركة الحسن غازي إبراهيم شاكر,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-04-03T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1467271000,http://www.w3.org/2001/XMLSchema#decimal,literal,1052224000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
327,uri,http://www.wikidata.org/entity/Q4166498,en,literal,Al Bilad Bank,ar,literal,بنك البلاد,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-11-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,86075431000,http://www.w3.org/2001/XMLSchema#decimal,literal,7588793000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
328,uri,http://www.wikidata.org/entity/Q2605574,en,literal,Saudi Central Bank,ar,literal,البنك المركزي السعودي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-10-04T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
329,uri,http://www.wikidata.org/entity/Q6160243,en,literal,Jarir Bookstore,ar,literal,شركة جرير للتسويق,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4001527000,http://www.w3.org/2001/XMLSchema#decimal,literal,1699417000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
330,uri,http://www.wikidata.org/entity/Q20403531,en,literal,Takween Advanced Industries Co.,ar,literal,شركة تكوين المتطورة للصناعات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-10-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2105682000,http://www.w3.org/2001/XMLSchema#decimal,literal,455021000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
331,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,wd:Q851
332,uri,http://www.wikidata.org/entity/Q1761176,en,literal,Al-Rajhi Bank,ar,literal,مصرف الراجحي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,384086576000,http://www.w3.org/2001/XMLSchema#decimal,literal,48554018000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6000,,,,,,,wd:Q851
333,uri,http://www.wikidata.org/entity/Q12188930,en,literal,National Shipping Company of Saudi Arabia,ar,literal,الشركة الوطنية السعودية للنقل البحري,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-22T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,20560827000,http://www.w3.org/2001/XMLSchema#decimal,literal,10057623000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
334,uri,http://www.wikidata.org/entity/Q4120111,en,literal,Alinma Bank,ar,literal,مصرف الإنماء,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-03-28T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,131839441000,http://www.w3.org/2001/XMLSchema#decimal,literal,21297708000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43015,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
335,uri,http://www.wikidata.org/entity/Q12218657,en,literal,Jazan Energy and Development Co.,ar,literal,شركة جازان للطاقة والتنمية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-08-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,601283000,http://www.w3.org/2001/XMLSchema#decimal,literal,572012000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
336,uri,http://www.wikidata.org/entity/Q12218623,en,literal,National Gas and Industrialization Co.,ar,literal,شركة الغاز والتصنيع الأهلية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-12-09T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2109572000,http://www.w3.org/2001/XMLSchema#decimal,literal,1052602000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
337,uri,http://www.wikidata.org/entity/Q12218598,en,literal,Saudi Ceramic Co.,ar,literal,شركة الخزف السعودية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-04-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2860000000,http://www.w3.org/2001/XMLSchema#decimal,literal,1822680000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
338,uri,http://www.wikidata.org/entity/Q20403318,en,literal,Al Hassan Ghazi Ibrahim Shaker Co.,ar,literal,شركة الحسن غازي إبراهيم شاكر,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-04-03T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1467271000,http://www.w3.org/2001/XMLSchema#decimal,literal,676981000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
339,uri,http://www.wikidata.org/entity/Q28715288,en,literal,Middle East Healthcare Co.,ar,literal,شركة الشرق الأوسط للرعاية الصحية,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-05-05T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3305498000,http://www.w3.org/2001/XMLSchema#decimal,literal,1540052000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
340,uri,http://www.wikidata.org/entity/Q7408955,en,literal,Samba Financial Group,ar,literal,مجموعة سامبا المالية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-02-12T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,255603801000,http://www.w3.org/2001/XMLSchema#decimal,literal,42679526000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
341,uri,http://www.wikidata.org/entity/Q12218574,en,literal,AYYAN Investment Co.,ar,literal,شركة الأحساء للتنمية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,673834000,http://www.w3.org/2001/XMLSchema#decimal,literal,516926000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
342,uri,http://www.wikidata.org/entity/Q12188922,en,literal,United International Transportation Co.,ar,literal,الشركة المتحدة الدولية للمواصلات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-12-17T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1452808000,http://www.w3.org/2001/XMLSchema#decimal,literal,995338000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
343,uri,http://www.wikidata.org/entity/Q6172690,en,literal,Jeddah Hilton Hotel,ar,literal,هيلتون جدة,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
344,uri,http://www.wikidata.org/entity/Q4120111,en,literal,Alinma Bank,ar,literal,مصرف الإنماء,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-03-28T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,131839441000,http://www.w3.org/2001/XMLSchema#decimal,literal,20597153000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43015,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
345,uri,http://www.wikidata.org/entity/Q20403421,en,literal,Mouwasat Medical Services Co.,ar,literal,شركة المواساة للخدمات الطبية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-02-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3523245000,http://www.w3.org/2001/XMLSchema#decimal,literal,1955515000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
346,uri,http://www.wikidata.org/entity/Q12188903,en,literal,Saudi Electricity Company,ar,literal,الشركة السعودية للكهرباء,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,479829990000,http://www.w3.org/2001/XMLSchema#decimal,literal,73677778000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q20385848,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
347,uri,http://www.wikidata.org/entity/Q679322,en,literal,Saudi Aramco,ar,literal,شركة الزيت العربية السعودية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1494126000000,http://www.w3.org/2001/XMLSchema#decimal,literal,1046235000000,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q12089268, http://www.wikidata.org/entity/Q1349660, http://www.wikidata.org/entity/Q862571, http://www.wikidata.org/entity/Q214261",literal,"http://www.wikidata.org/entity/Q6399442, http://www.wikidata.org/entity/Q19938961",literal,http://www.wikidata.org/entity/Q64853380,literal,http://www.wikidata.org/entity/Q268915,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,79000,http://www.w3.org/2001/XMLSchema#decimal,literal,330693000000,http://www.w3.org/2001/XMLSchema#decimal,literal,2458000000000,wd:Q851
348,uri,http://www.wikidata.org/entity/Q105886120,en,literal,Muvi Cinemas,en,literal,Muvi Cinemas,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q173799,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
349,uri,http://www.wikidata.org/entity/Q12242596,en,literal,Dr. Sulaiman Al Habib Medical Services Group,ar,literal,مجموعة الدكتور سليمان الحبيب للخدمات الطبية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,8467304000,http://www.w3.org/2001/XMLSchema#decimal,literal,4328022000,uri,http://www.wikidata.org/entity/Q398,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,http://www.wikidata.org/entity/Q7635956,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
350,uri,http://www.wikidata.org/entity/Q12188897,en,literal,Saudi Industrial Export Co.,ar,literal,الشركة السعودية للصادرات الصناعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-06-05T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,63134000,http://www.w3.org/2001/XMLSchema#decimal,literal,67454000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
351,uri,http://www.wikidata.org/entity/Q75971164,en,literal,Hilton Garden Inn Riyadh Olaya,ar,literal,هيلتون جاردن إن الرياض العليا,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-07-02T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
352,uri,http://www.wikidata.org/entity/Q12188922,en,literal,United International Transportation Co.,ar,literal,الشركة المتحدة الدولية للمواصلات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-12-17T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1452808000,http://www.w3.org/2001/XMLSchema#decimal,literal,1126355000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
353,uri,http://www.wikidata.org/entity/Q20403513,en,literal,Bawan Co.,ar,literal,شركة بوان,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-08-20T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2252904000,http://www.w3.org/2001/XMLSchema#decimal,literal,814376000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
354,uri,http://www.wikidata.org/entity/Q12213830,en,literal,Rotana Cinema,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-12-31T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,,,,,,,,,,wd:Q851
355,uri,http://www.wikidata.org/entity/Q2693351,en,literal,Alawwal Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43015,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,1691,,,,,,,wd:Q851
356,uri,http://www.wikidata.org/entity/Q12242596,en,literal,Dr. Sulaiman Al Habib Medical Services Group,ar,literal,مجموعة الدكتور سليمان الحبيب للخدمات الطبية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,8467304000,http://www.w3.org/2001/XMLSchema#decimal,literal,4328022000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,http://www.wikidata.org/entity/Q7635956,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
357,uri,http://www.wikidata.org/entity/Q12218617,en,literal,Basic Chemical Industries Co.,ar,literal,شركة الصناعات الكيميائية الأساسية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-02-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,756351000,http://www.w3.org/2001/XMLSchema#decimal,literal,550192000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
358,uri,http://www.wikidata.org/entity/Q20403120,en,literal,Hail Cement Comany,ar,literal,شركة أسمنت حائل,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-11-30T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1313855000,http://www.w3.org/2001/XMLSchema#decimal,literal,1000710000,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q811891, http://www.wikidata.org/entity/Q189306",literal,,literal,,literal,http://www.wikidata.org/entity/Q675568,literal,,,,,,,,,,,wd:Q851
359,uri,http://www.wikidata.org/entity/Q903219,en,literal,SABIC,ar,literal,الشركة السعودية للصناعات الأساسية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-04T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,310365751000,http://www.w3.org/2001/XMLSchema#decimal,literal,163921633000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q207652,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,35000,,,,,,,wd:Q851
360,uri,http://www.wikidata.org/entity/Q98582564,en,literal,Nahdi,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q507443,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
361,uri,http://www.wikidata.org/entity/Q12218616,en,literal,Al Sagr Cooperative Insurance Co.,ar,literal,شركة الصقر للتأمين التعاوني,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-02-04T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1087071000,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43183,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
362,uri,http://www.wikidata.org/entity/Q5221859,en,literal,Dar Al Arkan Real Estate Development Company,ar,literal,شركة دار الأركان للتطوير العقاري,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-12-28T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,28049229000,http://www.w3.org/2001/XMLSchema#decimal,literal,18733550000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q695829,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
363,uri,http://www.wikidata.org/entity/Q102206559,en,literal,Quara Holding,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
364,uri,http://www.wikidata.org/entity/Q12188903,en,literal,Saudi Electricity Company,ar,literal,الشركة السعودية للكهرباء,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,479829990000,http://www.w3.org/2001/XMLSchema#decimal,literal,62023623000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q20385848,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
365,uri,http://www.wikidata.org/entity/Q12218561,en,literal,Eastern Province Cement Co.,ar,literal,شركة أسمنت المنطقة الشرقية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-17T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2764934000,http://www.w3.org/2001/XMLSchema#decimal,literal,2201884000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q811891,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
366,uri,http://www.wikidata.org/entity/Q12218673,en,literal,Taiba Investments company,ar,literal,شركة طيبة للإستثمار,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-09-04T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4084099000,http://www.w3.org/2001/XMLSchema#decimal,literal,3578329000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
367,uri,http://www.wikidata.org/entity/Q7762363,en,literal,Savola Group,ar,literal,مجموعة صافولا,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-10T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,26657711000,http://www.w3.org/2001/XMLSchema#decimal,literal,7590240000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
368,uri,http://www.wikidata.org/entity/Q12188937,en,literal,Nadec,ar,literal,الشركة الوطنية للتنمية الزراعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-08-18T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3943957000,http://www.w3.org/2001/XMLSchema#decimal,literal,1425163000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
369,uri,http://www.wikidata.org/entity/Q12218574,en,literal,AYYAN Investment Co.,ar,literal,شركة الأحساء للتنمية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,673834000,http://www.w3.org/2001/XMLSchema#decimal,literal,492541000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
370,uri,http://www.wikidata.org/entity/Q12208618,en,literal,Halwani Bros. Co.,ar,literal,شركة حلواني إخوان,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-07-08T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,949276000,http://www.w3.org/2001/XMLSchema#decimal,literal,529577000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
371,uri,http://www.wikidata.org/entity/Q2374321,en,literal,SAPTCO,ar,literal,خدمة اونلاين,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-07-09T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4095810000,http://www.w3.org/2001/XMLSchema#decimal,literal,1619693000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
372,uri,http://www.wikidata.org/entity/Q28715287,en,literal,Al Yamamah Steel Industries Co.,ar,literal,شركة اليمامة للصناعات الحديدية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-09T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1552125000,http://www.w3.org/2001/XMLSchema#decimal,literal,632949000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q811891,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
373,uri,http://www.wikidata.org/entity/Q12218607,en,literal,Zamil Industrial,ar,literal,شركة الزامل للاستثمار الصناعي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-07-08T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,5643398000,http://www.w3.org/2001/XMLSchema#decimal,literal,1664703000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q160320,literal,,,,,,,,,,,wd:Q851
374,uri,http://www.wikidata.org/entity/Q6887331,en,literal,Mobily,ar,literal,شركة إتحاد إتصالات,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-12-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,39262461000,http://www.w3.org/2001/XMLSchema#decimal,literal,13751350000,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q851,literal,,,,,,,,,,,wd:Q851
375,uri,http://www.wikidata.org/entity/Q12188892,en,literal,Saudi Paper Manufacturing Co.,ar,literal,الشركة السعودية لصناعة الورق,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-11-13T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1059776000,http://www.w3.org/2001/XMLSchema#decimal,literal,133026000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
