,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,country
13049,uri,http://www.wikidata.org/entity/Q43376179,en,literal,Jabronie Pictures,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,wd:Q30
13050,uri,http://www.wikidata.org/entity/Q87138310,en,literal,Smart CT Solutions,,,,en,literal,Smart CT Solutions,wd:Q30
13051,uri,http://www.wikidata.org/entity/Q17511079,en,literal,Cooper's Hawk Winery & Restaurants,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,,,,wd:Q30
13052,uri,http://www.wikidata.org/entity/Q108413623,en,literal,Sub Zero,,,,,,,wd:Q30
13053,uri,http://www.wikidata.org/entity/Q6330813,en,literal,KIJI,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,,,,wd:Q30
13054,uri,http://www.wikidata.org/entity/Q6808155,en,literal,Megabus,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,wd:Q30
13055,uri,http://www.wikidata.org/entity/Q1546191,en,literal,Western Michigan University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1903-01-01T00:00:00Z,,,,wd:Q30
13056,uri,http://www.wikidata.org/entity/Q7271456,en,literal,Quest Diagnostics,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,,,,wd:Q30
13057,uri,http://www.wikidata.org/entity/Q16255482,en,literal,The OrganWise Guys,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,wd:Q30
13058,uri,http://www.wikidata.org/entity/Q28402389,en,literal,Simmons Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1903-01-01T00:00:00Z,,,,wd:Q30
13059,uri,http://www.wikidata.org/entity/Q7703294,en,literal,Terrapin Beer Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,wd:Q30
13060,uri,http://www.wikidata.org/entity/Q88682816,en,literal,Tibby's New Orleans Kitchen,,,,,,,wd:Q30
13061,uri,http://www.wikidata.org/entity/Q5750102,en,literal,Hhgregg,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-01-01T00:00:00Z,,,,wd:Q30
13062,uri,http://www.wikidata.org/entity/Q5013508,en,literal,COSI Columbus,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,,,,wd:Q30
13063,uri,http://www.wikidata.org/entity/Q109931327,en,literal,The Portuguese Channel,,,,,,,wd:Q30
13064,uri,http://www.wikidata.org/entity/Q6380402,en,literal,kayak.com,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,wd:Q30
13065,uri,http://www.wikidata.org/entity/Q1383563,en,literal,Telltale Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-07-01T00:00:00Z,,,,wd:Q30
13066,uri,http://www.wikidata.org/entity/Q109942629,en,literal,Buddy System,,,,,,,wd:Q30
13067,uri,http://www.wikidata.org/entity/Q99295666,en,literal,Flipp,,,,,,,wd:Q30
13068,uri,http://www.wikidata.org/entity/Q61061127,en,literal,Primary Wave,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,en,literal,Primary Wave Music,wd:Q30
13069,uri,http://www.wikidata.org/entity/Q463436,en,literal,American Automobile Association,http://www.w3.org/2001/XMLSchema#dateTime,literal,1902-01-01T00:00:00Z,,,,wd:Q30
13070,uri,http://www.wikidata.org/entity/Q10382234,en,literal,ThoughtWorks,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,wd:Q30
13071,uri,http://www.wikidata.org/entity/Q123341537,en,literal,Mr. Hero,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,,,,wd:Q30
13072,uri,http://www.wikidata.org/entity/Q68144625,en,literal,Buttonwood Farm,,,,,,,wd:Q30
13073,uri,http://www.wikidata.org/entity/Q23016736,en,literal,CyberCoders,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
13074,uri,http://www.wikidata.org/entity/Q979690,en,literal,Netgear,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,wd:Q30
13075,uri,http://www.wikidata.org/entity/Q18216788,en,literal,Chairish,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,wd:Q30
13076,uri,http://www.wikidata.org/entity/Q1135204,en,literal,Wizards of the Coast,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,,,,wd:Q30
13077,uri,http://www.wikidata.org/entity/Q467238,en,literal,American Water,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-01T00:00:00Z,,,,wd:Q30
13078,uri,http://www.wikidata.org/entity/Q106013567,en,literal,MrBeast Burger,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-12-19T00:00:00Z,,,,wd:Q30
13079,uri,http://www.wikidata.org/entity/Q7269174,en,literal,Quarles & Brady,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,,,,wd:Q30
13080,uri,http://www.wikidata.org/entity/Q4034010,en,literal,Andreessen Horowitz,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-07-06T00:00:00Z,,,,wd:Q30
13081,uri,http://www.wikidata.org/entity/Q2979949,en,literal,Club Monaco,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,,,,wd:Q30
13082,uri,http://www.wikidata.org/entity/Q6342361,en,literal,KZIO,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,wd:Q30
13083,uri,http://www.wikidata.org/entity/Q7148430,en,literal,Patterson Belknap Webb & Tyler,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,,,,wd:Q30
13084,uri,http://www.wikidata.org/entity/Q7166046,en,literal,PeoplesChoice Credit Union,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,,,,wd:Q30
13085,uri,http://www.wikidata.org/entity/Q111975208,en,literal,Innovate Records,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,wd:Q30
13086,uri,http://www.wikidata.org/entity/Q4975085,en,literal,Brookshire Grocery Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1928-01-01T00:00:00Z,,,,wd:Q30
13087,uri,http://www.wikidata.org/entity/Q1162859,en,literal,Hilton Garden Inn,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,en,literal,Hilton Garden Inn,wd:Q30
13088,uri,http://www.wikidata.org/entity/Q7304949,en,literal,Red Roof Inn,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,wd:Q30
13089,uri,http://www.wikidata.org/entity/Q65083085,en,literal,NEXT Trucking,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,,,,wd:Q30
13090,uri,http://www.wikidata.org/entity/Q104820566,en,literal,Shiny Shoe,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,wd:Q30
13091,uri,http://www.wikidata.org/entity/Q2078880,en,literal,CVS Pharmacy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,,,,wd:Q30
13092,uri,http://www.wikidata.org/entity/Q1034654,en,literal,Capital One,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,,,,wd:Q30
13093,uri,http://www.wikidata.org/entity/Q7092566,en,literal,One Day Savior Recordings,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,wd:Q30
13094,uri,http://www.wikidata.org/entity/Q7833641,en,literal,TransUnion,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-02-08T00:00:00Z,,,,wd:Q30
13095,uri,http://www.wikidata.org/entity/Q7834584,en,literal,Transmedics,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,wd:Q30
13096,uri,http://www.wikidata.org/entity/Q99659363,en,literal,Renegade Game Studios,,,,,,,wd:Q30
13097,uri,http://www.wikidata.org/entity/Q108275511,en,literal,Baby Tattoo,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,en,literal,Baby Tattoo,wd:Q30
13098,uri,http://www.wikidata.org/entity/Q18343414,en,literal,Kite Pharma,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,wd:Q30
13099,uri,http://www.wikidata.org/entity/Q122609949,en,literal,Pex,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,wd:Q30
13100,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,,,,wd:Q30
13101,uri,http://www.wikidata.org/entity/Q4840663,en,literal,Badcock Home Furniture,http://www.w3.org/2001/XMLSchema#dateTime,literal,1904-01-01T00:00:00Z,en,literal,W.S. Badcock Corporation,wd:Q30
13102,uri,http://www.wikidata.org/entity/Q15709553,en,literal,American Association of Pharmaceutical Scientists,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,,,,wd:Q30
13103,uri,http://www.wikidata.org/entity/Q7098706,en,literal,Chef,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,wd:Q30
13104,uri,http://www.wikidata.org/entity/Q921363,en,literal,Kindred Healthcare,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,,,,wd:Q30
13105,uri,http://www.wikidata.org/entity/Q99530868,en,literal,Mitú,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,wd:Q30
13106,uri,http://www.wikidata.org/entity/Q6329360,en,literal,KFXL-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,wd:Q30
13107,uri,http://www.wikidata.org/entity/Q96016136,en,literal,Bell Property Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-08-01T00:00:00Z,en,literal,Bell Property Group LLC,wd:Q30
13108,uri,http://www.wikidata.org/entity/Q3564750,en,literal,WNED-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-01-01T00:00:00Z,,,,wd:Q30
13109,uri,http://www.wikidata.org/entity/Q110311797,en,literal,Alta Convenience,,,,,,,wd:Q30
13110,uri,http://www.wikidata.org/entity/Q7833641,en,literal,TransUnion,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,,,,wd:Q30
13111,uri,http://www.wikidata.org/entity/Q1544011,en,literal,Pathé,http://www.w3.org/2001/XMLSchema#dateTime,literal,1896-09-28T00:00:00Z,,,,wd:Q30
13112,uri,http://www.wikidata.org/entity/Q1916145,en,literal,MediaNews Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,,,,wd:Q30
13113,uri,http://www.wikidata.org/entity/Q7955398,en,literal,WRVV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,,,,wd:Q30
13114,uri,http://www.wikidata.org/entity/Q7041989,en,literal,Nixon Peabody,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
13115,uri,http://www.wikidata.org/entity/Q5299388,en,literal,Dot Foods,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,,,,wd:Q30
13116,uri,http://www.wikidata.org/entity/Q110419376,en,literal,Arnolds Park,,,,,,,wd:Q30
13117,uri,http://www.wikidata.org/entity/Q1321054,en,literal,Norfolk Southern Railway,http://www.w3.org/2001/XMLSchema#dateTime,literal,1894-01-01T00:00:00Z,,,,wd:Q30
13118,uri,http://www.wikidata.org/entity/Q87647340,en,literal,First State Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1940-01-01T00:00:00Z,,,,wd:Q30
13119,uri,http://www.wikidata.org/entity/Q4974387,en,literal,Brookdale Senior Living,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,,,,wd:Q30
13120,uri,http://www.wikidata.org/entity/Q636192,en,literal,Business Wire,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,,,,wd:Q30
13121,uri,http://www.wikidata.org/entity/Q6865304,en,literal,Minimal Wave Records,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,,,,wd:Q30
13122,uri,http://www.wikidata.org/entity/Q116319,en,literal,Rocket Lab,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-06-01T00:00:00Z,en,literal,Rocket Lab,wd:Q30
13123,uri,http://www.wikidata.org/entity/Q4351336,en,literal,Pipeworks Software,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
13124,uri,http://www.wikidata.org/entity/Q106120935,en,literal,BlueCrest Metals,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-04-01T00:00:00Z,en,literal,Bluecrest Metals Inc,wd:Q30
13125,uri,http://www.wikidata.org/entity/Q7544856,en,literal,Smith's Food and Drug,http://www.w3.org/2001/XMLSchema#dateTime,literal,1932-01-01T00:00:00Z,,,,wd:Q30
13126,uri,http://www.wikidata.org/entity/Q624649,en,literal,KLA Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,wd:Q30
13127,uri,http://www.wikidata.org/entity/Q6327500,en,literal,KCWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,wd:Q30
13128,uri,http://www.wikidata.org/entity/Q56276186,en,literal,"Peloton Interactive, Inc.",http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,wd:Q30
13129,uri,http://www.wikidata.org/entity/Q2073284,en,literal,Seven Seas Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,en,literal,Seven Seas Entertainment,wd:Q30
13130,uri,http://www.wikidata.org/entity/Q110621536,en,literal,Average Joe's,,,,,,,wd:Q30
13131,uri,http://www.wikidata.org/entity/Q22909017,en,literal,SpotX,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,wd:Q30
13132,uri,http://www.wikidata.org/entity/Q3191328,en,literal,KATC,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,,,,wd:Q30
13133,uri,http://www.wikidata.org/entity/Q14716342,en,literal,WWCK (AM),http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,,,,wd:Q30
13134,uri,http://www.wikidata.org/entity/Q3191538,en,literal,KTVK,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-01-01T00:00:00Z,,,,wd:Q30
13135,uri,http://www.wikidata.org/entity/Q6341241,en,literal,KXIX,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,wd:Q30
13136,uri,http://www.wikidata.org/entity/Q110659129,en,literal,Harry & Izzy's,,,,,,,wd:Q30
13137,uri,http://www.wikidata.org/entity/Q19867512,en,literal,Zoomdata,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,wd:Q30
13138,uri,http://www.wikidata.org/entity/Q1529234,en,literal,Rockwell Automation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1903-01-01T00:00:00Z,,,,wd:Q30
13139,uri,http://www.wikidata.org/entity/Q79378384,en,literal,The Blossom Company,,,,,,,wd:Q30
13140,uri,http://www.wikidata.org/entity/Q6243687,en,literal,John L. Scott,http://www.w3.org/2001/XMLSchema#dateTime,literal,1931-01-01T00:00:00Z,,,,wd:Q30
13141,uri,http://www.wikidata.org/entity/Q1034654,en,literal,Capital One,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-07-21T00:00:00Z,,,,wd:Q30
13142,uri,http://www.wikidata.org/entity/Q1509333,en,literal,Georgia State University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1913-01-01T00:00:00Z,,,,wd:Q30
13143,uri,http://www.wikidata.org/entity/Q21515382,en,literal,Impossible Foods,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,wd:Q30
13144,uri,http://www.wikidata.org/entity/Q110720824,en,literal,Iaria's Italian Restaurant,,,,,,,wd:Q30
13145,uri,http://www.wikidata.org/entity/Q16992684,en,literal,EPlus Inc,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,,,,wd:Q30
13146,uri,http://www.wikidata.org/entity/Q57746834,en,literal,RentALL Affairs,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,wd:Q30
13147,uri,http://www.wikidata.org/entity/Q1829731,en,literal,Institute for Systems Biology,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,wd:Q30
13148,uri,http://www.wikidata.org/entity/Q620534,en,literal,Stratolaunch Systems,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,wd:Q30
13149,uri,http://www.wikidata.org/entity/Q7850742,en,literal,Tubby's,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,,,,wd:Q30
13150,uri,http://www.wikidata.org/entity/Q6777169,en,literal,Martinizing Dry Cleaning,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,,,,wd:Q30
13151,uri,http://www.wikidata.org/entity/Q85841996,en,literal,Crossing Art,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,wd:Q30
13152,uri,http://www.wikidata.org/entity/Q110903326,en,literal,Design Within Reach,,,,,,,wd:Q30
13153,uri,http://www.wikidata.org/entity/Q392221,en,literal,Brown-Forman,http://www.w3.org/2001/XMLSchema#dateTime,literal,1870-01-01T00:00:00Z,,,,wd:Q30
13154,uri,http://www.wikidata.org/entity/Q59465211,en,literal,Enablon,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,wd:Q30
13155,uri,http://www.wikidata.org/entity/Q6339552,en,literal,KUJ-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,wd:Q30
13156,uri,http://www.wikidata.org/entity/Q6339960,en,literal,KVDF-CD,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,wd:Q30
13157,uri,http://www.wikidata.org/entity/Q12506489,en,literal,Pro Wrestling Unplugged,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,wd:Q30
13158,uri,http://www.wikidata.org/entity/Q110972906,en,literal,UpWest,,,,,,,wd:Q30
13159,uri,http://www.wikidata.org/entity/Q100400528,en,literal,Stone Lantern Games,,,,,,,wd:Q30
13160,uri,http://www.wikidata.org/entity/Q2927617,en,literal,Buena Vista,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,,,,wd:Q30
13161,uri,http://www.wikidata.org/entity/Q16847376,en,literal,Indianapolis Opera,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,,,,wd:Q30
13162,uri,http://www.wikidata.org/entity/Q48872,en,literal,Eaton Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1911-01-01T00:00:00Z,,,,wd:Q30
13163,uri,http://www.wikidata.org/entity/Q6029213,en,literal,Infectious Diseases Society of America,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,,,,wd:Q30
13164,uri,http://www.wikidata.org/entity/Q18345955,en,literal,Mission Federal Credit Union,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,,,,wd:Q30
13165,uri,http://www.wikidata.org/entity/Q1544011,en,literal,Pathé,http://www.w3.org/2001/XMLSchema#dateTime,literal,1896-01-01T00:00:00Z,,,,wd:Q30
13166,uri,http://www.wikidata.org/entity/Q110706493,en,literal,Oklo,,,,,,,wd:Q30
13167,uri,http://www.wikidata.org/entity/Q7354190,en,literal,RockShox,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,,,,wd:Q30
13168,uri,http://www.wikidata.org/entity/Q1318441,en,literal,AdMob,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,wd:Q30
13169,uri,http://www.wikidata.org/entity/Q7948022,en,literal,WCPR-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,wd:Q30
13170,uri,http://www.wikidata.org/entity/Q26791592,en,literal,SomaSim,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,wd:Q30
13171,uri,http://www.wikidata.org/entity/Q6402513,en,literal,Khosla Ventures,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,wd:Q30
13172,uri,http://www.wikidata.org/entity/Q111143924,en,literal,Cyxtera,,,,,,,wd:Q30
13173,uri,http://www.wikidata.org/entity/Q16974949,en,literal,AMRI Global,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,wd:Q30
13174,uri,http://www.wikidata.org/entity/Q54871457,en,literal,Ribbon Communications,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,,,,wd:Q30
13175,uri,http://www.wikidata.org/entity/Q48881,en,literal,Sherwin-Williams,http://www.w3.org/2001/XMLSchema#dateTime,literal,1866-01-01T00:00:00Z,,,,wd:Q30
13176,uri,http://www.wikidata.org/entity/Q16219416,en,literal,Global Force Wrestling,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,wd:Q30
13177,uri,http://www.wikidata.org/entity/Q2904053,en,literal,Pinkberry,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,,,,wd:Q30
13178,uri,http://www.wikidata.org/entity/Q2790678,en,literal,Cozi TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,wd:Q30
13179,uri,http://www.wikidata.org/entity/Q2735242,en,literal,Old Navy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,,,,wd:Q30
13180,uri,http://www.wikidata.org/entity/Q167186,en,literal,National Geographic Society,http://www.w3.org/2001/XMLSchema#dateTime,literal,1888-01-01T00:00:00Z,,,,wd:Q30
13181,uri,http://www.wikidata.org/entity/Q7952651,en,literal,WMAY,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,wd:Q30
13182,uri,http://www.wikidata.org/entity/Q7227932,en,literal,Pono,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,wd:Q30
13183,uri,http://www.wikidata.org/entity/Q63872593,en,literal,Bistro Don Giovanni,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,wd:Q30
13184,uri,http://www.wikidata.org/entity/Q3564707,en,literal,WLDB,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,,,,wd:Q30
13185,uri,http://www.wikidata.org/entity/Q3564713,en,literal,WKBW-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,,,,wd:Q30
13186,uri,http://www.wikidata.org/entity/Q110474786,en,literal,Woops!,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,wd:Q30
13187,uri,http://www.wikidata.org/entity/Q19881731,en,literal,W237BZ,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,wd:Q30
13188,uri,http://www.wikidata.org/entity/Q123501063,en,literal,Legal Tender Saloon & Eating House,http://www.w3.org/2001/XMLSchema#dateTime,literal,2100-01-01T00:00:00Z,,,,wd:Q30
13189,uri,http://www.wikidata.org/entity/Q111318515,en,literal,Don Perico Mexican Restaurant,,,,,,,wd:Q30
13190,uri,http://www.wikidata.org/entity/Q58894747,en,literal,Moorgate Partners,,,,,,,wd:Q30
13191,uri,http://www.wikidata.org/entity/Q7898340,en,literal,Upland Brewing Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,wd:Q30
13192,uri,http://www.wikidata.org/entity/Q111343333,en,literal,Station House Cafe,,,,,,,wd:Q30
13193,uri,http://www.wikidata.org/entity/Q7699319,en,literal,Ten Speed Press,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,en,literal,Ten Speed Press,wd:Q30
13194,uri,http://www.wikidata.org/entity/Q12053916,en,literal,The Business,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,en,literal,The Business,wd:Q30
13195,uri,http://www.wikidata.org/entity/Q7489523,en,literal,Sharecare,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-10-07T00:00:00Z,,,,wd:Q30
13196,uri,http://www.wikidata.org/entity/Q2880019,en,literal,Baja Fresh,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,,,,wd:Q30
13197,uri,http://www.wikidata.org/entity/Q109372558,en,literal,The Office Bar & Bistro,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,,,,wd:Q30
13198,uri,http://www.wikidata.org/entity/Q3191329,en,literal,KATU,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,,,,wd:Q30
13199,uri,http://www.wikidata.org/entity/Q111381336,en,literal,GreenState Credit Union,,,,,,,wd:Q30
13200,uri,http://www.wikidata.org/entity/Q7191691,en,literal,Pier 1 Imports,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,,,,wd:Q30
13201,uri,http://www.wikidata.org/entity/Q1718911,en,literal,KPFT,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,,,,wd:Q30
13202,uri,http://www.wikidata.org/entity/Q7629175,en,literal,"Stüssy, Inc",http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,,,,wd:Q30
13203,uri,http://www.wikidata.org/entity/Q109833084,en,literal,OneSource,,,,,,,wd:Q30
13204,uri,http://www.wikidata.org/entity/Q3310314,en,literal,WJAC-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,,,,wd:Q30
13205,uri,http://www.wikidata.org/entity/Q16894994,en,literal,Third Rock Ventures,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,wd:Q30
13206,uri,http://www.wikidata.org/entity/Q16952550,en,literal,Bo-Dyn Bobsled Project,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,wd:Q30
13207,uri,http://www.wikidata.org/entity/Q116054496,en,literal,484 LTD,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-12-01T00:00:00Z,,,,wd:Q30
13208,uri,http://www.wikidata.org/entity/Q4051345,en,literal,The Varsity,http://www.w3.org/2001/XMLSchema#dateTime,literal,1929-01-01T00:00:00Z,,,,wd:Q30
13209,uri,http://www.wikidata.org/entity/Q104834244,en,literal,"Zumper, Inc.",http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,wd:Q30
