SDC Deal No,Date Announced,Rank Date,"Rank Value inc. Net Debt of Target
(USD, Millions)",Target Full Name,Target Macro Industry,Target Mid Industry,Target Nation,Acquiror Full Name,Acquiror Macro Industry,Acquiror Mid Industry,Acquiror Nation,"Target Financial Advisors Name
('|')","Acquiror Financial Advisors Name
('|')",Deal Status,Form of the Deal,Acquiror Number of Employees,Target Number of Employees,Acquiror PermID,Target PermID,Target Founded Date,Target Primary Ticker Symbol,Acquiror Founded Date,"Acquiror Current Assets Last 12 Months
(USD, Millions)","Current Assets Last 12 Months 
(USD, Millions)","Acquiror Market Value 4 Weeks Prior to Announcement
(USD, Millions)","Target Market Value 4 Weeks Prior to Announcement
(USD, Millions)","Region of Headquarters
('|')","Acquiror CashFLow LTM
(USD, Millions)","EBITDA Last 12 Months
(USD, Millions)"
4008944040,11/28/2022,11/28/2022,0.39,SMARTOPERATIONS Srl,High Technology,IT Consulting & Services,Italy,Digital360 SpA,High Technology,IT Consulting & Services,Italy,,,Pending,Merger,,,5055431808,5083666844,,,,46.71,,,,Europe,8.54,
4020426040,12/19/2022,12/19/2022,21.69,Ubconnect AS,Telecommunications,Wireless,Norway,Transtema Group AB,Industrials,Building/Construction & Engineering,Sweden,Carnegie Investment Bank AB,,Completed,Merger,,,5045946396,5056392160,,,01/01/1997,64.11,10.34,97.69,,Europe,8.54,2.02
4033728040,01/20/2023,01/20/2023,4.66,krobath bathroom heating service GmbH,Industrials,Building/Construction & Engineering,Austria,Sunex SA,Industrials,Machinery,Poland,,,Completed,Merger,,,5035938468,5073649688,01/01/2015,,18/01/2011,22.22,5.53,,,Europe,8.51,0.50
3935404040,06/16/2022,06/16/2022,0.00,HSBC Bank Oman SAOG,Financials,Banks,Oman,Sohar International Bank SAOG,Financials,Banks,Oman,Moelis & Co,,Pending,Merger,,,4297595552,4296999168,01/01/1948,HBOM,04/03/2007,0.00,,,,"Africa, Middle East, or Central Asia",8.47,
4012102040,11/23/2022,11/23/2022,0.00,Farad Insurance Broker Italia Srl,Financials,Insurance,Italy,First Advisory Srl,Financials,Insurance,Italy,,,Completed,Merger,,,5052525303,,,,01/01/2011,24.33,,,,Europe,8.42,
4058489040,02/23/2023,02/23/2023,0.00,ICA Patrimoine SAS,Financials,Asset Management,France,Bc Promotion SARL,Real Estate,REITs,France,,Clearwater Corporate Finance,Completed,Merger,,,5062406657,5039588786,06/05/2005,,11/04/2000,152.35,22.48,,,Europe,8.38,5.10
3943180040,06/28/2022,06/28/2022,0.00,SportPursuit Ltd,Retail,Internet and Catalog Retailing,United Kingdom,PrivateSportShop SAS,Retail,Other Retailing,France,,PwC Transaction Services Inc|Permira Advisers LLP,Completed,Merger,,,5045192364,5037432763,,,01/01/2011,37.44,,,,Europe,8.37,
3998057040,11/03/2022,11/03/2022,0.00,Dorsel BAZ Ltd,Real Estate,Non Residential,Israel,Synel MLL Payway Ltd,High Technology,Software,Israel,,,Completed,Merger,,,4296367653,4297552550,21/02/1995,DRSL,01/01/1990,16.20,20.31,,96.12,"Africa, Middle East, or Central Asia",8.36,15.36
3961280020,08/09/2022,08/09/2022,36.33,CarLotz Inc,Consumer Products and Services,Other Consumer Products,United States,Shift Technologies Inc,Retail,Automotive Retailing,United States,William Blair & Co,Centerview Partners LLC|Cohen & Co,Pending,Merger,,,5067504536,5067497897,,LOTZ,01/01/2013,239.09,206.26,85.67,53.97,Americas,8.35,-107.25
3941244040,06/23/2022,06/23/2022,0.23,Igis Global Residence Real Estate Investment Co,Real Estate,REITs,South Korea,IGIS Residence Reit Co Ltd,Real Estate,REITs,South Korea,,,Pending,Merger,,,5074847440,5083296062,,,,0.00,,,,Asia Pacific Excluding Central Asia,8.33,
4022179040,12/01/2022,12/01/2022,0.00,Fysrehab Lidkoping AB,Healthcare,Healthcare Providers & Services (HMOs),Sweden,Stockwik Forvaltning AB,Financials,Other Financials,Sweden,,,Completed,Merger,50.00,,4295889941,5083712159,,,01/01/2007,32.79,,,,Europe,8.33,
4006448040,11/08/2022,11/08/2022,0.00,S2b Energia Oy,Energy and Power,Power,Finland,Solteq Oyj,High Technology,IT Consulting & Services,Finland,,,Pending,Merger,160.00,,4295866510,5083658761,01/01/2015,,01/01/1982,14.52,,,,Europe,8.27,
3918964040,05/10/2022,05/10/2022,0.00,Urban Fit Co Ltd,Media and Entertainment,Recreation & Leisure,Japan,Kanamic Network Co Ltd,High Technology,Software,Japan,,,Pending,Merger,,,5051761484,5082530103,19/11/2015,,20/10/2000,32.61,,,,Japan,8.27,
3981691040,09/15/2022,09/15/2022,0.03,Swan Mills Ltd,Consumer Staples,Textiles & Apparel,India,Swan Energy Ltd,Consumer Staples,Textiles & Apparel,India,,,Completed,Merger,,,4295872757,5083473552,17/08/1979,,22/02/1909,211.12,,,,Asia Pacific Excluding Central Asia,8.27,
3924934040,05/24/2022,05/24/2022,0.00,Sferabit Srl,High Technology,Software,Italy,Visura SpA,High Technology,Computers & Peripherals,Italy,,,Completed,Merger,,,5044776502,5082704879,01/01/2011,,01/01/1997,22.27,1.81,,,Europe,8.25,0.88
3969678040,08/31/2022,08/31/2022,5.41,Rock On Oy,High Technology,IT Consulting & Services,Finland,PunaMusta Media Oyj,Media and Entertainment,Publishing,Finland,,,Completed,Merger,,,4295866511,5083444967,,,,47.06,,69.97,,Europe,8.24,
4017224020,12/21/2022,12/21/2022,49.20,Isoplexis Corp,Healthcare,Healthcare Providers & Services (HMOs),United States,Berkeley Lights Inc,Healthcare,Healthcare Equipment & Supplies,United States,Evercore Partners,Cowen,Completed,Merger,,,5040706714,5043346347,01/01/2013,ISO,05/04/2011,180.96,97.62,256.32,59.69,Americas,8.22,-85.28
3991618040,09/29/2022,09/29/2022,0.00,Pocadel Oy,Industrials,Building/Construction & Engineering,Finland,IMS Group AS,Industrials,Machinery,Norway,,Oaklins,Completed,Merger,,,4298295276,5081440622,01/01/1997,,01/01/1978,41.30,1.97,,,Europe,8.20,0.09
3978585040,09/06/2022,09/06/2022,0.00,Harmonie SAS,Industrials,Building/Construction & Engineering,France,SMRD-BAT 92 SAS,Industrials,Building/Construction & Engineering,France,BDO,,Completed,Merger,,,5039589772,5057469669,,,,18.58,,,,Europe,8.15,
4049160040,03/07/2023,03/07/2023,10.36,Voyager Metals Inc,Materials,Metals & Mining,Canada,Cerrado Gold Inc,Materials,Metals & Mining,Canada,Echelon Wealth Partners,,Pending,Merger,,,5065319145,4298038580,27/02/2007,VONE,02/03/2018,65.55,,51.68,8.33,Americas,8.15,
4028769040,01/10/2023,01/10/2023,3.68,Absfront AB,High Technology,Computers & Peripherals,Sweden,Combinedx AB,High Technology,Computers & Peripherals,Sweden,,,Completed,Merger,,,5045248896,5083781025,01/01/2009,,19/02/2013,27.22,,46.24,,Europe,8.14,
3989903040,09/30/2022,09/30/2022,0.00,Virve Tuotteet ja Palvelut Oy,Telecommunications,Telecommunications Services,Finland,Senop Oy,Industrials,Machinery,Finland,,,Completed,Merger,,,5001354602,5058651642,01/01/2007,,01/01/2002,11.44,4.12,,,Europe,8.08,0.82
3997251040,11/04/2022,11/04/2022,0.00,OTS Gijutsu Service,Industrials,Building/Construction & Engineering,Japan,Japan Ecosystem Co Ltd,Energy and Power,Water and Waste Management,Japan,,,Pending,Merger,,,5044675310,5083556982,01/12/1974,,26/11/1998,17.80,,,,Japan,8.07,
3938519040,06/22/2022,06/22/2022,0.00,Yazawa Ferromite,Industrials,Building/Construction & Engineering,Japan,Nagaoka International Corp,Industrials,Machinery,Japan,,,Pending,Merger,,,5000938373,5083169610,01/08/1955,,10/10/1934,40.31,,,,Japan,8.04,
3918895040,05/12/2022,05/12/2022,0.00,Quentic GmbH,High Technology,Software,Germany,Advanced Manufacturing Control Systems Ltd,High Technology,IT Consulting & Services,Ireland,William Blair & Co,,Completed,Merger,130.00,,4298142344,5035252866,01/01/2007,,01/01/2003,46.18,,,,Europe,7.98,
4033952040,01/10/2023,01/10/2023,0.00,Duhamel Logistique SAS,Consumer Products and Services,Professional Services,France,Dimotrans SA,Industrials,Transportation & Infrastructure,France,Natixis,,Completed,Merger,650.00,,5000495423,5044831099,,,01/01/1980,73.06,,,,Europe,7.98,
4047475040,03/03/2023,03/03/2023,0.00,WDB Clinical Research Co Ltd,Consumer Products and Services,Professional Services,Japan,WDB coco Co Ltd,Consumer Products and Services,Professional Services,Japan,,,Pending,Merger,,,5071549412,5038912486,11/04/1996,,01/08/1984,22.99,,,,Japan,7.97,
3925483040,05/23/2022,05/23/2022,0.33,Fair Winds Digital Srl,High Technology,IT Consulting & Services,Italy,Relatech SpA,High Technology,Computers & Peripherals,Italy,,,Completed,Merger,,,5062460387,5082797003,01/01/2017,,01/01/2001,27.68,1.53,86.80,,Europe,7.87,0.53
3918553040,05/05/2022,05/05/2022,0.00,Trainparts Sweden AB,Industrials,Machinery,Sweden,Stockwik Forvaltning AB,Financials,Other Financials,Sweden,,,Completed,Merger,50.00,,4295889941,5082528409,,,01/01/2007,32.92,0.86,,,Europe,7.85,0.33
3921858040,05/16/2022,05/16/2022,0.00,Cordinator Medical Service AB,Healthcare,Healthcare Providers & Services (HMOs),Sweden,Stockwik Forvaltning AB,Financials,Other Financials,Sweden,,,Completed,Merger,50.00,,4295889941,5082148659,01/01/2004,,01/01/2007,32.92,1.15,,,Europe,7.85,0.44
3914267040,04/26/2022,12/08/2022,31.19,Vision Insurance Saoc,Financials,Insurance,Oman,Oman Qatar Insurance Co SAOC,Financials,Insurance,Oman,,,Completed,Merger,,,5000833954,5035961504,01/09/2007,VISN,31/08/2004,,,,28.05,"Africa, Middle East, or Central Asia",7.84,-2.01
4045917040,02/24/2023,02/24/2023,0.00,Decomatic SA,Materials,Containers & Packaging,France,Stratus Packaging SAS,Materials,Paper & Forest Products,France,,,Completed,Merger,220.00,,5039656592,5057502664,01/01/1969,,06/03/1992,26.44,,,,Europe,7.83,
3999872040,11/07/2022,11/07/2022,0.00,Gestion Medioambiental de Neumaticos SL,Energy and Power,Water and Waste Management,Spain,Grino Ecologic SA,Energy and Power,Water and Waste Management,Spain,,,Completed,Merger,,,5035305204,5083282606,01/01/2001,,,38.86,2.73,,,Europe,7.83,0.41
4020806040,12/28/2022,12/28/2022,0.00,Yugen Kaisha Koga Bunka Kawara Kogyosho,Industrials,Building/Construction & Engineering,Japan,Kitakei Co Ltd,Materials,Construction Materials,Japan,,,Pending,Merger,,,4295876363,5083699890,16/06/1954,,01/12/1959,199.93,,,,Japan,7.79,
3918498040,05/09/2022,05/09/2022,0.00,Reductores Y Variadores Del Sur SAU,Industrials,Machinery,Spain,Celli SpA,Industrials,Machinery,Italy,DELOITTE (Spanish Office),,Completed,Merger,,,5039731814,5082528309,,,01/01/1974,109.02,,,,Europe,7.74,
4040361040,02/14/2023,02/14/2023,3.78,Dr KENKO KEIEI Inc,Healthcare,Healthcare Providers & Services (HMOs),Japan,ProjectCompany Inc,Media and Entertainment,Advertising & Marketing,Japan,,,Pending,Merger,,,5074846902,5083828407,22/02/2019,,04/01/2016,22.18,,,,Japan,7.71,
3938616040,05/09/2022,05/09/2022,0.00,Systemgruppen A/S,High Technology,IT Consulting & Services,Denmark,Addpro AB,High Technology,IT Consulting & Services,Sweden,,,Completed,Merger,,,5056444529,5037648891,01/01/1992,,01/01/2000,47.89,,,,Europe,7.70,
3938684040,05/12/2022,05/12/2022,0.00,ProFacto A/S,High Technology,Software,Denmark,Addpro AB,High Technology,IT Consulting & Services,Sweden,,,Completed,Merger,,,5056444529,5060798704,01/01/2004,,01/01/2000,47.89,,,,Europe,7.70,
3917695020,04/18/2022,04/18/2022,0.00,Lygos Inc,Healthcare,Biotechnology,United States,Flexible Solutions International Inc,Materials,Chemicals,Canada,,BTIG LLC,Pending,Merger,,,4295899834,5035575664,,,01/01/1989,29.42,,,,Americas,7.64,
3929596040,06/03/2022,06/03/2022,0.00,Booyoungcc Co Ltd,Media and Entertainment,Recreation & Leisure,South Korea,DONGGWANGHOUSING CO LTD,Industrials,Building/Construction & Engineering,South Korea,,,Pending,Merger,,,5044030098,5055444746,01/06/2008,,30/12/2009,677.46,38.75,,,Asia Pacific Excluding Central Asia,7.62,0.89
4026073040,12/15/2022,12/15/2022,5.91,Doxa Dental AB,Healthcare,Healthcare Equipment & Supplies,Sweden,Directa AB,Healthcare,Healthcare Equipment & Supplies,Sweden,,,Completed,Merger,,,5051769889,5039147036,01/01/1987,,,6.42,,,,Europe,7.56,
3960503040,08/10/2022,08/10/2022,44.21,Networks Centre Ltd,Telecommunications,Telecommunications Services,United Kingdom,Alcadon Group AB,Industrials,Building/Construction & Engineering,Sweden,EMC Management Consultants Ltd,Grant Thornton,Pending,Merger,,,5051612100,5021098227,01/01/2005,,30/03/2015,42.54,,137.06,,Europe,7.56,
4003601040,11/21/2022,11/21/2022,0.00,Apex Corp,Industrials,Other Industrials,Japan,SERENDIP HOLDINGS Co Ltd,Consumer Products and Services,Professional Services,Japan,,,Completed,Merger,,,5065316107,5040792702,28/04/1975,,01/12/2006,44.23,,,,Japan,7.54,
3936094040,06/08/2022,06/08/2022,7.45,EV Connect Solutions Inc,Industrials,Automobiles & Components,Canada,Datametrex AI Ltd,High Technology,Software,Canada,,,Completed,Merger,,,5035459216,5083165380,,,04/03/2011,21.73,,,,Americas,7.53,
4041186040,02/15/2023,02/15/2023,52.93,Pherecydes Pharma SA,Healthcare,Biotechnology,France,Erytech Pharma SA,Healthcare,Biotechnology,France,,,Pending,Merger,,,4297184949,5035543396,01/01/2007,ALPHE,01/01/2004,65.11,,33.41,14.70,Europe,7.52,
3949063040,07/21/2022,07/21/2022,35.91,Premier Media Broadcasting Ltd,Media and Entertainment,Broadcasting,Ireland,Viaplay Group UK Ltd,Media and Entertainment,Broadcasting,United Kingdom,,,Completed,Merger,,,4298160160,5083361535,13/02/2018,,09/03/1988,578.31,,,,Europe,7.48,
4007531040,07/21/2022,07/21/2022,0.00,FreeSports Ltd,Media and Entertainment,Broadcasting,United Kingdom,Viaplay Group UK Ltd,Media and Entertainment,Broadcasting,United Kingdom,,,Completed,Merger,,,4298160160,5015120696,27/04/2017,,09/03/1988,578.31,,,,Europe,7.48,
3939543040,06/23/2022,06/23/2022,42.26,ADx NeuroSciences NV,Healthcare,Biotechnology,Belgium,Fujirebio Europe Nv,Healthcare,Biotechnology,Belgium,,KPMG FAS Co Ltd,Completed,Merger,,,4295859473,5038047510,01/01/2011,,01/01/1985,38.30,,,,Europe,7.42,
3984146040,09/28/2022,09/28/2022,0.00,Calzaturificio Lorenza Srl,Consumer Staples,Textiles & Apparel,Italy,Florence SpA,Consumer Staples,Textiles & Apparel,Italy,Deloitte & Touche,,Completed,Merger,,,5078368546,5044796794,,,01/10/2020,106.98,20.19,,,Europe,7.42,5.98
4034516040,01/02/2023,01/02/2023,0.00,Ricamificio GS Srl,Consumer Staples,Textiles & Apparel,Italy,Florence SpA,Consumer Staples,Textiles & Apparel,Italy,,KPMG,Completed,Merger,,,5078368546,5060692860,01/01/1988,,01/10/2020,106.98,6.14,,,Europe,7.42,3.88
4008051040,12/01/2022,12/01/2022,7.46,A Perfect Stay Pty Ltd,Consumer Products and Services,Travel Services,Australia,Alloggio Group Ltd,Media and Entertainment,Hotels and Lodging,Australia,,,Completed,Merger,,,5081411089,5071081375,,,02/11/2015,16.40,,23.08,,Asia Pacific Excluding Central Asia,7.41,
3942018040,06/28/2022,06/28/2022,0.00,Environment & Development,Industrials,Building/Construction & Engineering,Japan,C E Management Integrated Laboratory Co Ltd,Industrials,Building/Construction & Engineering,Japan,,,Pending,Merger,,,5046437532,5083328166,22/11/1977,,01/05/1985,27.27,,,,Japan,7.41,
3899740040,04/02/2022,04/02/2022,5.03,Alfacod Srl,Consumer Products and Services,Other Consumer Products,Italy,Finlogic SpA,Consumer Products and Services,Professional Services,Italy,,,Completed,Merger,,,5046286577,5039621221,01/01/1986,,,36.51,10.28,,,Europe,7.40,0.90
3939356040,05/20/2022,05/20/2022,15.55,HG Group AS,Industrials,Automobiles & Components,Norway,Havyard Group Asa,Industrials,Automobiles & Components,Norway,,,Pending,Merger,,,5001218023,5083172067,,,,30.71,,18.77,,Europe,7.39,
3938625040,06/22/2022,06/22/2022,63.15,Enics AG,Industrials,Other Industrials,Switzerland,GPV INTERNATIONAL A/S,Industrials,Other Industrials,Denmark,,,Pending,Merger,,,4298264170,4298433680,30/03/2004,,24/06/1981,80.56,,,,Europe,7.32,
4027385040,01/16/2023,01/16/2023,0.00,Kenwa Jutaku,Industrials,Building/Construction & Engineering,Japan,STrust Co Ltd,Real Estate,Real Estate Management & Development,Japan,,,Pending,Merger,,,5000044835,5044644761,01/11/1989,,20/01/1999,201.32,,,,Japan,7.21,
3929885040,06/03/2022,06/03/2022,0.00,STW Spleisstechnik West GmbH,High Technology,Electronics,Austria,BTV Multimedia GmbH,High Technology,Electronics,Germany,,,Pending,Merger,,,5066616967,5069474620,,,01/01/1986,46.64,,,,Europe,7.13,
3963746040,08/17/2022,08/17/2022,0.00,DAITO SECURITY Co Ltd,Consumer Products and Services,Professional Services,Japan,Kyoei Security Service Co Ltd,Consumer Products and Services,Professional Services,Japan,Univis Consulting Co Ltd,Univis Consulting Co Ltd,Completed,Merger,,,5039696701,5083425730,18/03/1994,,15/05/1985,31.76,,,,Japan,7.12,
3969069040,08/30/2022,08/30/2022,3.49,Trust-IT Sweden AB,High Technology,IT Consulting & Services,Sweden,InfraCom Group AB,High Technology,Computers & Peripherals,Sweden,,,Completed,Merger,,,5059033209,5079902705,,,01/01/1999,6.77,,73.83,,Europe,7.11,
4024349040,01/10/2023,01/10/2023,45.00,Vango Mining Ltd,Materials,Metals & Mining,Australia,Catalyst Metals Ltd,Materials,Metals & Mining,Australia,,Argonaut Ltd,Completed,Merger,,13.00,4295858350,4295858680,04/05/2004,VAN,31/03/2006,17.69,0.19,121.82,33.67,Asia Pacific Excluding Central Asia,7.08,-2.34
4043743040,02/23/2023,02/23/2023,43.07,Superior Gold Inc,Materials,Metals & Mining,Canada,Catalyst Metals Ltd,Materials,Metals & Mining,Australia,National Bank Financial Inc,Argonaut Securities Pty Ltd,Pending,Merger,,,4295858350,5053439269,04/07/2016,SGI,31/03/2006,17.69,23.56,93.73,22.24,Americas,7.08,7.55
4032127040,10/10/2022,10/10/2022,2.40,Quality of Service Holding Sweden AB,High Technology,Computers & Peripherals,Sweden,InfraCom Group AB,High Technology,Computers & Peripherals,Sweden,,,Completed,Merger,,,5059033209,5083786436,,,01/01/1999,8.51,,72.16,,Europe,6.99,
4030976040,10/10/2022,10/10/2022,0.00,Max21 AB,Consumer Products and Services,Professional Services,Sweden,Combinedx AB,High Technology,Computers & Peripherals,Sweden,,,Intended,Merger,,,5045248896,5083786550,,,19/02/2013,24.90,,,,Europe,6.98,
3989873020,10/18/2022,10/18/2022,60.50,Citizens Commerce Bancshares Inc,Financials,Banks,United States,"City Holding Co,Charleston, West Virginia",Financials,Banks,United States,Hovde Group LLC,Piper Sandler & Co,Completed,Merger,770.00,,4295905959,4297021711,,CCVS,01/01/1982,,,,,Americas,6.96,
3945774040,07/06/2022,07/06/2022,0.00,Auditech Innovations SAS,Healthcare,Healthcare Equipment & Supplies,France,Prodways Group SA,Industrials,Machinery,France,,,Pending,Merger,,,5055476660,5083348678,02/06/2003,,07/03/2014,46.00,,,,Europe,6.92,
3969147040,08/09/2022,08/09/2022,0.00,Pious Engineering Pvt Ltd,Industrials,Building/Construction & Engineering,India,Indo Amines Ltd,Materials,Chemicals,India,,,Pending,Merger,,,4295973040,5083439883,02/08/1996,,01/01/1979,44.84,,,,Asia Pacific Excluding Central Asia,6.88,
3979570040,09/16/2022,09/16/2022,0.00,Ars Medical Sp z o o,Healthcare,Hospitals,Poland,Scanmed SA,Healthcare,Healthcare Providers & Services (HMOs),Poland,Clairfield International,,Completed,Merger,,,5000016678,5047293710,01/01/1991,,01/01/2003,23.46,,,,Europe,6.86,
3928307040,05/15/2022,05/15/2022,4.16,BlueWalker GmbH,High Technology,Computers & Peripherals,Germany,Ace Pillar Co Ltd,High Technology,Electronics,Taiwan,PricewaterhouseCoopers,,Pending,Merger,,,4295891884,5035453567,01/01/2004,,31/03/1984,102.04,,,,Europe,6.86,
3981204040,09/26/2022,09/26/2022,0.00,Amador y Aranda SL,Consumer Staples,Food and Beverage,Spain,Cominport Distribucion SL,Consumer Staples,Food and Beverage,Spain,,,Pending,Merger,,,5039936425,5074017609,29/05/2000,,23/12/2010,43.92,3.07,,,Europe,6.83,0.28
3904039040,04/07/2022,04/07/2022,0.00,Markentreprenader Forvaltning i Valne AB,Industrials,Building/Construction & Engineering,Sweden,Infrea AB,Financials,Other Financials,Sweden,,,Completed,Merger,,,5052145662,5080179183,,,,40.58,,,,Europe,6.78,
3986826040,10/06/2022,10/06/2022,0.00,Peaceful Morning,High Technology,IT Consulting & Services,Japan,CrowdWorks Inc,High Technology,IT Consulting & Services,Japan,,,Completed,Merger,,,5037037624,5082066701,01/09/2018,,11/11/2011,47.59,,,,Japan,6.74,
4040526040,02/14/2023,02/14/2023,0.00,Cassegrain SA,Industrials,Automobiles & Components,France,Hunyvers SA,Retail,Automotive Retailing,France,,,Pending,Merger,,,5055953664,5083828573,29/12/1997,,23/02/2006,56.22,,,,Europe,6.71,
3992261040,10/24/2022,10/24/2022,12.75,ABettorEdge Pty Ltd,High Technology,Software,Australia,Betmakers Technology Group Ltd,Media and Entertainment,Casinos & Gaming,Australia,,,Completed,Merger,,,5047645404,5083513145,28/02/2012,,27/06/2013,75.29,,189.85,,Asia Pacific Excluding Central Asia,6.68,
3946354040,07/01/2022,07/01/2022,13.94,Vendon SIA,High Technology,Software,Latvia,Azkoyen SA,Industrials,Machinery,Spain,Porta Finance,,Completed,Merger,80.00,,4295889301,5037243426,27/05/2011,,09/04/1976,98.73,,163.55,,Europe,6.68,
4032047040,01/26/2023,01/26/2023,0.00,Dimar SpA,Retail,Food & Beverage Retailing,Italy,Hmc Premedical SpA,Healthcare,Healthcare Equipment & Supplies,Italy,,,Completed,Merger,,,5039617464,4296664841,01/01/1975,,01/01/1977,20.17,231.43,,,Europe,6.67,115.36
4040691040,02/07/2023,02/07/2023,0.00,MedTug SA,Industrials,Transportation & Infrastructure,Switzerland,Boluda Corporacion Maritima SL,Industrials,Transportation & Infrastructure,Spain,,BNP Paribas SA,Completed,Merger,105.00,,4297420193,5082194002,,,,61.65,,,,Europe,6.67,
