,business.type,business.value,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,businessLabel.xml:lang,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,country
1958,uri,http://www.wikidata.org/entity/Q107195220,literal,LORIMA,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165292,literal,,literal,,literal,http://www.wikidata.org/entity/Q71724,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1959,uri,http://www.wikidata.org/entity/Q121322478,literal,Vib's,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1960,uri,http://www.wikidata.org/entity/Q2984582,literal,Columbus Café & Co.,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166041,literal,,literal,,literal,http://www.wikidata.org/entity/Q142,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1961,uri,http://www.wikidata.org/entity/Q108582369,literal,Mr Fogg's Pub,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1962,uri,http://www.wikidata.org/entity/Q3080661,literal,France Bleu Mayenne,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1963,uri,http://www.wikidata.org/entity/Q3488772,literal,Sodern,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165389,literal,,literal,,literal,http://www.wikidata.org/entity/Q549536,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1964,uri,http://www.wikidata.org/entity/Q842108,literal,Euronext,uri,http://www.wikidata.org/entity/Q38,literal,,literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,http://www.wikidata.org/entity/Q53865133,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,nl,literal,Euronext N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,,,,,,,,,,,,,wd:Q142
1965,uri,http://www.wikidata.org/entity/Q3512041,literal,TCM Cinéma,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q48958,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1966,uri,http://www.wikidata.org/entity/Q50491222,literal,Q50491222,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165940,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1967,uri,http://www.wikidata.org/entity/Q110588250,literal,Anamosa,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-03-01T00:00:00Z,fr,literal,Anamosa,,,,,,,,,,,,,,,,wd:Q142
1968,uri,http://www.wikidata.org/entity/Q124257170,literal,Episode,uri,http://www.wikidata.org/entity/Q31,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q219416",literal,,literal,,literal,http://www.wikidata.org/entity/Q3130000,literal,,en,,,,nl,literal,Episode B.V.,,,,,,,,,,,,,,,,wd:Q142
1969,uri,http://www.wikidata.org/entity/Q875294,literal,IDEMIA,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166010,literal,,literal,,literal,http://www.wikidata.org/entity/Q189715,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1970,uri,http://www.wikidata.org/entity/Q105099543,literal,Alice Délice,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165790,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1971,uri,http://www.wikidata.org/entity/Q124286711,literal,Q124286711,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165798,literal,,literal,,literal,http://www.wikidata.org/entity/Q126898,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1972,uri,http://www.wikidata.org/entity/Q25395267,literal,Lydia Solutions,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165968,literal,http://www.wikidata.org/entity/Q42367469,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1973,uri,http://www.wikidata.org/entity/Q89430707,literal,Maison Landemaine,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165164,literal,,literal,,literal,http://www.wikidata.org/entity/Q200126,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1974,uri,http://www.wikidata.org/entity/Q822975,literal,Mephisto,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165695,literal,,literal,,literal,http://www.wikidata.org/entity/Q142,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1975,uri,http://www.wikidata.org/entity/Q69470497,literal,QuantStack,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165970,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-06-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1976,uri,http://www.wikidata.org/entity/Q101641106,literal,Memphis,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165992,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1977,uri,http://www.wikidata.org/entity/Q96633950,literal,R&G Productions,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q21198548,literal,,literal,,literal,http://www.wikidata.org/entity/Q172455,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-11-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1978,uri,http://www.wikidata.org/entity/Q108900653,literal,La Crémaillère 1900,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1979,uri,http://www.wikidata.org/entity/Q55599282,literal,Radio ACB,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1980,uri,http://www.wikidata.org/entity/Q2965077,literal,Christian Bourgois,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1981,uri,http://www.wikidata.org/entity/Q2819353,literal,AREP,uri,http://www.wikidata.org/entity/Q1028,literal,http://www.wikidata.org/entity/Q112166047,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1060,,,,,,,,,,,,,wd:Q142
1982,uri,http://www.wikidata.org/entity/Q20669824,literal,Parc Spirou,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-06-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1983,uri,http://www.wikidata.org/entity/Q17642121,literal,Illumination Studios Paris,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165941,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1984,uri,http://www.wikidata.org/entity/Q19909,literal,France Musique,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2874188,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1985,uri,http://www.wikidata.org/entity/Q3329701,literal,Museum of Brittany,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1986,uri,http://www.wikidata.org/entity/Q19908,literal,France Culture,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1987,uri,http://www.wikidata.org/entity/Q3336695,literal,Nathan,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1988,uri,http://www.wikidata.org/entity/Q3417017,literal,Radio chrétienne francophone,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1989,uri,http://www.wikidata.org/entity/Q96347648,literal,By Mina Gautier,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40898,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-12-06T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1990,uri,http://www.wikidata.org/entity/Q65588663,literal,Illogic Studios,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6441,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1991,uri,http://www.wikidata.org/entity/Q112625391,literal,Les Nautes,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165905,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1992,uri,http://www.wikidata.org/entity/Q106077048,literal,Studio 9.7,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1993,uri,http://www.wikidata.org/entity/Q188273,literal,Ubisoft,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165928,literal,http://www.wikidata.org/entity/Q3573697,literal,,literal,"http://www.wikidata.org/entity/Q647, http://www.wikidata.org/entity/Q18102",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-03-28T00:00:00Z,en,literal,Ubisoft Entertainment SA,http://www.w3.org/2001/XMLSchema#decimal,literal,20324,http://www.w3.org/2001/XMLSchema#decimal,literal,105200000,http://www.w3.org/2001/XMLSchema#decimal,literal,1321553000,http://www.w3.org/2001/XMLSchema#decimal,literal,4884800000,http://www.w3.org/2001/XMLSchema#decimal,literal,8124634859,wd:Q142
1994,uri,http://www.wikidata.org/entity/Q3579423,literal,Masson,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165919,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q19753440,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1804-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1995,uri,http://www.wikidata.org/entity/Q3357096,literal,Oscaro,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165635,literal,http://www.wikidata.org/entity/Q33234039,literal,http://www.wikidata.org/entity/Q33213013,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,500,,,,,,,,,,,,,wd:Q142
1996,uri,http://www.wikidata.org/entity/Q46637335,literal,Le Domjohn Bar,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,uri,http://www.wikidata.org/.well-known/genid/5cb5a2783648992c15e1626dcbd26081,,,,,,,,,,,,,,,,,,,wd:Q142
1997,uri,http://www.wikidata.org/entity/Q3518697,literal,Q3518697,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165741, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q213515,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1887-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1998,uri,http://www.wikidata.org/entity/Q110896280,literal,The Arcade Crew,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1999,uri,http://www.wikidata.org/entity/Q383592,literal,Cycles Peugeot,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q17018236,literal,,literal,,literal,http://www.wikidata.org/entity/Q983818,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1882-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2000,uri,http://www.wikidata.org/entity/Q2518521,literal,Vertbaudet,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112166021, http://www.wikidata.org/entity/Q425779",literal,,literal,,literal,http://www.wikidata.org/entity/Q182481,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2001,uri,http://www.wikidata.org/entity/Q55451382,literal,Jours Heureux,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q34001,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2002,uri,http://www.wikidata.org/entity/Q94285406,literal,Maison Esnault,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2003,uri,http://www.wikidata.org/entity/Q2940187,literal,Carrefour City,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q192393,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2004,uri,http://www.wikidata.org/entity/Q13646,literal,Société nationale des chemins de fer français,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165839, http://www.wikidata.org/entity/Q3565868, http://www.wikidata.org/entity/Q22667, http://www.wikidata.org/entity/Q13631",literal,,literal,,literal,http://www.wikidata.org/entity/Q160506,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1938-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2005,uri,http://www.wikidata.org/entity/Q3524695,literal,Thiriet,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165742,literal,,literal,,literal,http://www.wikidata.org/entity/Q274801,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1902-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2006,uri,http://www.wikidata.org/entity/Q54255920,literal,Mobigame,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
2007,uri,http://www.wikidata.org/entity/Q406992,literal,Air Caraïbes,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165870,literal,,literal,,literal,http://www.wikidata.org/entity/Q13636,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2008,uri,http://www.wikidata.org/entity/Q3230701,literal,Les Arènes,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2009,uri,http://www.wikidata.org/entity/Q1544011,literal,Pathé,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q1415356, http://www.wikidata.org/entity/Q1415395",literal,,literal,,literal,"http://www.wikidata.org/entity/Q60, http://www.wikidata.org/entity/Q90",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1896-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2010,uri,http://www.wikidata.org/entity/Q1780019,literal,Piper-Heidsieck,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q41876,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1785-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2011,uri,http://www.wikidata.org/entity/Q3484790,literal,Simply Market,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2012,uri,http://www.wikidata.org/entity/Q3123085,literal,Ramsay Santé,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165993,literal,http://www.wikidata.org/entity/Q33137848,literal,,literal,http://www.wikidata.org/entity/Q142,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,,,,,,,,,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1564000000,wd:Q142
2013,uri,http://www.wikidata.org/entity/Q52162390,literal,FYP Editions,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165992,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
2014,uri,http://www.wikidata.org/entity/Q41171373,literal,Aldi Nord,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2015,uri,http://www.wikidata.org/entity/Q3200026,literal,Krys,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165658,literal,,literal,,literal,http://www.wikidata.org/entity/Q83427,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2016,uri,http://www.wikidata.org/entity/Q3321241,literal,Monoprix,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112166038, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q201982,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1932-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2017,uri,http://www.wikidata.org/entity/Q104718978,literal,Pablo,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
2018,uri,http://www.wikidata.org/entity/Q903805,literal,HEMA,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2066, http://www.wikidata.org/entity/Q727",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-11-04T00:00:00Z,nl,literal,Hollandse Eenheidsprijzen Maatschappij Amsterdam,,,,,,,,,,,,,,,,wd:Q142
2019,uri,http://www.wikidata.org/entity/Q903805,literal,HEMA,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2066, http://www.wikidata.org/entity/Q727",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-11-04T00:00:00Z,nl,literal,Hollandse Eenheidsprijzen Maatschappij Amsterdam,,,,,,,,,,,,,,,,wd:Q142
2020,uri,http://www.wikidata.org/entity/Q3117417,literal,Groupe Flammarion,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165919,literal,"http://www.wikidata.org/entity/Q57637710, http://www.wikidata.org/entity/Q96778929, http://www.wikidata.org/entity/Q3518339",literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,fr,literal,Éditions Flammarion SA,,,,,,,,,,,,,,,,wd:Q142
2021,uri,http://www.wikidata.org/entity/Q1892146,literal,Presses universitaires de France,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,http://www.wikidata.org/entity/Q55597242,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2022,uri,http://www.wikidata.org/entity/Q741445,literal,Covivio,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112166028, http://www.wikidata.org/entity/Q10494269",literal,,literal,,literal,http://www.wikidata.org/entity/Q22690,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2023,uri,http://www.wikidata.org/entity/Q3579320,literal,Éditions FLBLB,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2024,uri,http://www.wikidata.org/entity/Q769222,literal,Dailymotion,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-03-15T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2025,uri,http://www.wikidata.org/entity/Q107394262,literal,AMI,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2026,uri,http://www.wikidata.org/entity/Q16034592,literal,YSL Beauty,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165700,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2027,uri,http://www.wikidata.org/entity/Q121864613,literal,The Wall,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-11-21T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2028,uri,http://www.wikidata.org/entity/Q14657870,literal,Qwant,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165981,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-02-16T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2029,uri,http://www.wikidata.org/entity/Q2894205,literal,Belambra Clubs,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165899, http://www.wikidata.org/entity/Q49389",literal,,literal,,literal,"http://www.wikidata.org/entity/Q249852, http://www.wikidata.org/entity/Q241021",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2030,uri,http://www.wikidata.org/entity/Q3117359,literal,Carrefour Group,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q126793, http://www.wikidata.org/entity/Q112165992, http://www.wikidata.org/entity/Q867147",literal,,literal,,literal,http://www.wikidata.org/entity/Q274249,literal,http://www.wikidata.org/entity/Q648828,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,319565,http://www.w3.org/2001/XMLSchema#decimal,literal,1348000000,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10203000000,wd:Q142
2031,uri,http://www.wikidata.org/entity/Q19904,literal,France Info,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2874188, http://www.wikidata.org/entity/Q579087",literal,http://www.wikidata.org/entity/Q26722834,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-09-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
2032,uri,http://www.wikidata.org/entity/Q2904021,literal,bioMérieux,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165285, http://www.wikidata.org/entity/Q7108",literal,,literal,,literal,http://www.wikidata.org/entity/Q1469416,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,452000000,,,,,,,,,,wd:Q142
2033,uri,http://www.wikidata.org/entity/Q2939519,literal,Carlotta Films,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165943,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
2034,uri,http://www.wikidata.org/entity/Q56027832,literal,Le Mot de la faim,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
2035,uri,http://www.wikidata.org/entity/Q114565663,literal,Radio Arménie,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165952,literal,,literal,,literal,http://www.wikidata.org/entity/Q1056120,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
