,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,markcap.datatype,markcap.type,markcap.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,country
247,uri,http://www.wikidata.org/entity/Q73878156,en,literal,Nine Lives,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
248,uri,http://www.wikidata.org/entity/Q847262,en,literal,Hot mobile,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
249,uri,http://www.wikidata.org/entity/Q1132126,en,literal,Yedioth Ahronoth,http://www.w3.org/2001/XMLSchema#dateTime,literal,1939-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
250,uri,http://www.wikidata.org/entity/Q6583383,en,literal,Noga Communications,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q1407228,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
251,uri,http://www.wikidata.org/entity/Q392738,en,literal,ZOOM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-12-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
252,uri,http://www.wikidata.org/entity/Q108884640,en,literal,Hailo Tecnologies,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q11650,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
253,uri,http://www.wikidata.org/entity/Q2894259,en,literal,Golan Telecom,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117, http://www.wikidata.org/entity/Q418",literal,,literal,,literal,"http://www.wikidata.org/entity/Q33935, http://www.wikidata.org/entity/Q801",literal,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,200,,,,wd:Q801
254,uri,http://www.wikidata.org/entity/Q60642552,en,literal,Wiliot,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1615560,literal,,,,,,,,,,,,,,wd:Q801
255,uri,http://www.wikidata.org/entity/Q55649393,,literal,Q55649393,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
256,uri,http://www.wikidata.org/entity/Q7829730,en,literal,Tower Semiconductor Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q11456,literal,http://www.wikidata.org/entity/Q111285418,literal,,literal,http://www.wikidata.org/entity/Q168337,literal,,he,literal,טאואר סמיקונדקטור בע''מ,http://www.w3.org/2001/XMLSchema#decimal,literal,16186326000,,,,,,,wd:Q801
257,uri,http://www.wikidata.org/entity/Q106803133,en,literal,Prashkovsky Investments And Construction Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-04-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,he,literal,"פרשקובסקי השקעות ובניין בע""מ",http://www.w3.org/2001/XMLSchema#decimal,literal,1787667000,,,,,,,wd:Q801
258,uri,http://www.wikidata.org/entity/Q104599955,,literal,Q104599955,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
259,uri,http://www.wikidata.org/entity/Q115921434,en,literal,Cofix Global,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q159,literal,,literal,http://www.wikidata.org/entity/Q115921261,literal,,literal,http://www.wikidata.org/entity/Q229,literal,,,,,,,,,,,,,,wd:Q801
260,uri,http://www.wikidata.org/entity/Q111745027,,literal,Q111745027,http://www.w3.org/2001/XMLSchema#dateTime,literal,1920-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
261,uri,http://www.wikidata.org/entity/Q25492540,,literal,Q25492540,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q19595701,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
262,uri,http://www.wikidata.org/entity/Q6593578,en,literal,Lapid,http://www.w3.org/2001/XMLSchema#dateTime,literal,1943-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q10302047,literal,,literal,,literal,http://www.wikidata.org/entity/Q180294,literal,,,,,,,,,,,,,,wd:Q801
263,uri,http://www.wikidata.org/entity/Q117359480,,literal,Q117359480,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
264,uri,http://www.wikidata.org/entity/Q4773140,en,literal,Israeli Educational Television,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
265,uri,http://www.wikidata.org/entity/Q55647697,en,literal,Cato Networks,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q1301371,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
266,uri,http://www.wikidata.org/entity/Q108044663,en,literal,Golda Gelato Factory,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
267,uri,http://www.wikidata.org/entity/Q6922813,en,literal,The Adler Institute,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q152436,literal,,,,,,,,,,,,,,wd:Q801
268,uri,http://www.wikidata.org/entity/Q61126385,,literal,Q61126385,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
269,uri,http://www.wikidata.org/entity/Q6619039,en,literal,Yavneh Publishing House,http://www.w3.org/2001/XMLSchema#dateTime,literal,1932-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
270,uri,http://www.wikidata.org/entity/Q97211141,,literal,Q97211141,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
271,uri,http://www.wikidata.org/entity/Q15614811,en,literal,Up,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q207540, http://www.wikidata.org/entity/Q33935",literal,,,,,,,,,,,,,,wd:Q801
272,uri,http://www.wikidata.org/entity/Q6775183,en,literal,Market warehouses,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q41843,literal,,,,,,,,,,,,,,wd:Q801
273,uri,http://www.wikidata.org/entity/Q110460009,en,literal,Carmit Candy Industries Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q12047443,literal,,he,literal,כרמית תעשיות ממתקים בע''מ,http://www.w3.org/2001/XMLSchema#decimal,literal,81565000,,,,,,,wd:Q801
274,uri,http://www.wikidata.org/entity/Q20502713,,literal,Q20502713,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
275,uri,http://www.wikidata.org/entity/Q66689370,en,literal,Kvish 90,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
276,uri,http://www.wikidata.org/entity/Q17003938,en,literal,Appsee,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q65,literal,,,,,,,,,,,,,,wd:Q801
277,uri,http://www.wikidata.org/entity/Q607693,en,literal,Tmu-na Theater,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
278,uri,http://www.wikidata.org/entity/Q25488513,en,literal,Oved Sabih,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
279,uri,http://www.wikidata.org/entity/Q12410335,,literal,Q12410335,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
280,uri,http://www.wikidata.org/entity/Q65077080,en,literal,Miznon,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q104714944,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
281,uri,http://www.wikidata.org/entity/Q2000500,en,literal,Partner Communications Company Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q168202,literal,,he,literal,"חברת פרטנר תקשורת בע""מ",http://www.w3.org/2001/XMLSchema#decimal,literal,4747692000,http://www.w3.org/2001/XMLSchema#decimal,literal,5700,,,,wd:Q801
282,uri,http://www.wikidata.org/entity/Q20502713,,literal,Q20502713,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
283,uri,http://www.wikidata.org/entity/Q7496633,en,literal,Shilav Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
284,uri,http://www.wikidata.org/entity/Q108896760,en,literal,Fireblocks,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q16319025,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
285,uri,http://www.wikidata.org/entity/Q7015433,en,literal,88FM,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
286,uri,http://www.wikidata.org/entity/Q123463721,en,literal,Happy Juice Games,,,,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
287,uri,http://www.wikidata.org/entity/Q65089744,en,literal,Oramed Pharmaceuticals Inc.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q507443,literal,,literal,,literal,http://www.wikidata.org/entity/Q1218,literal,,he,literal,אורמד פארמסוטיקלס אינק.,http://www.w3.org/2001/XMLSchema#decimal,literal,1053955000,,,,,,,wd:Q801
288,uri,http://www.wikidata.org/entity/Q6954704,en,literal,NMC,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q845866,literal,,,,,,,,,,,,,,wd:Q801
289,uri,http://www.wikidata.org/entity/Q123477399,en,literal,Azura,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
290,uri,http://www.wikidata.org/entity/Q3580673,en,literal,Manufacturers Association of Israel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
291,uri,http://www.wikidata.org/entity/Q50809155,en,literal,Massivit,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q229367,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
292,uri,http://www.wikidata.org/entity/Q67170818,en,literal,Bistro 56,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
293,uri,http://www.wikidata.org/entity/Q798854,en,literal,IDF Radio,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
294,uri,http://www.wikidata.org/entity/Q72549965,,literal,Q72549965,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
295,uri,http://www.wikidata.org/entity/Q97323112,en,literal,Jolt,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
296,uri,http://www.wikidata.org/entity/Q13220217,en,literal,Super-Pharm,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q152491,literal,,,,,,,,,,,,,,wd:Q801
297,uri,http://www.wikidata.org/entity/Q117359497,en,literal,Rekah Pharmaceutical Industries,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q192213,literal,,,,,,,,,,,,,,wd:Q801
298,uri,http://www.wikidata.org/entity/Q216393,en,literal,Haaretz,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
299,uri,http://www.wikidata.org/entity/Q99756105,en,literal,Schocken Institute for Jewish Research at the Jewish,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
300,uri,http://www.wikidata.org/entity/Q553915,en,literal,Arkia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
301,uri,http://www.wikidata.org/entity/Q2899933,en,literal,Mofet Institute,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
302,uri,http://www.wikidata.org/entity/Q100621757,en,literal,Levy-Stevenson Academic Editing,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q27983256,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
303,uri,http://www.wikidata.org/entity/Q1287771,en,literal,Caesarstone Sdot-Yam,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q1615560,literal,,,,,,,,,,,,,,wd:Q801
304,uri,http://www.wikidata.org/entity/Q6954704,en,literal,NMC,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q845866,literal,,,,,,,,,,,,,,wd:Q801
305,uri,http://www.wikidata.org/entity/Q2897763,en,literal,Bauhaus Center Tel Aviv,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,"http://www.wikidata.org/entity/Q3972943, http://www.wikidata.org/entity/Q3369996, http://www.wikidata.org/entity/Q49389",literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
306,uri,http://www.wikidata.org/entity/Q22022271,en,literal,Cross River Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,"http://www.wikidata.org/entity/Q16319025, http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1408,literal,,,,,,,,,,,,,,wd:Q801
307,uri,http://www.wikidata.org/entity/Q123734104,en,literal,The Herbew Theatre,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
308,uri,http://www.wikidata.org/entity/Q31197240,en,literal,KPMG Somech Chaikin,http://www.w3.org/2001/XMLSchema#dateTime,literal,1922-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q4116214,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
309,uri,http://www.wikidata.org/entity/Q1351415,en,literal,Peace Now,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,"http://www.wikidata.org/entity/Q6963872, http://www.wikidata.org/entity/Q55231934, http://www.wikidata.org/entity/Q23905879",literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
310,uri,http://www.wikidata.org/entity/Q2091479,en,literal,Nice Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q880371,literal,,literal,,literal,http://www.wikidata.org/entity/Q309164,literal,,he,literal,"נייס בע""מ",http://www.w3.org/2001/XMLSchema#decimal,literal,44154487000,,,,,,,wd:Q801
311,uri,http://www.wikidata.org/entity/Q64767402,en,literal,Fokatcha,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q801,literal,,,,,,,,,,,,,,wd:Q801
312,uri,http://www.wikidata.org/entity/Q6844054,en,literal,Migdal Insurance & Financial Holdings Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q43183,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,he,literal,מגדל אחזקות ביטוח ופיננסים בע''מ,http://www.w3.org/2001/XMLSchema#decimal,literal,4391636000,,,,,,,wd:Q801
313,uri,http://www.wikidata.org/entity/Q6942478,en,literal,New Spirit,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1218,literal,,,,,,,,,,,,,,wd:Q801
314,uri,http://www.wikidata.org/entity/Q6296982,en,literal,JoyTunes,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q1068473,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
315,uri,http://www.wikidata.org/entity/Q806641,en,literal,Bank Leumi Le- Israel B.m.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,he,literal,"בנק לאומי לישראל בע""מ",http://www.w3.org/2001/XMLSchema#decimal,literal,50189104000,,,,,,,wd:Q801
316,uri,http://www.wikidata.org/entity/Q112083313,en,literal,Yedioth Ahronoth Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,"http://www.wikidata.org/entity/Q3972943, http://www.wikidata.org/entity/Q11030",literal,,literal,,literal,"http://www.wikidata.org/entity/Q201051, http://www.wikidata.org/entity/Q33935",literal,,,,,,,,,,,,,,wd:Q801
317,uri,http://www.wikidata.org/entity/Q6964738,en,literal,Naot,http://www.w3.org/2001/XMLSchema#dateTime,literal,1942-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q5915560,literal,,literal,,literal,http://www.wikidata.org/entity/Q2916678,literal,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,600,,,,wd:Q801
318,uri,http://www.wikidata.org/entity/Q80471925,en,literal,Tabor Winery,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q11451,literal,,literal,,literal,http://www.wikidata.org/entity/Q1186956,literal,,,,,,,,,,,,,,wd:Q801
319,uri,http://www.wikidata.org/entity/Q636231,en,literal,Oil Refineries Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q41621,literal,,he,literal,בתי זקוק לנפט בע''מ,http://www.w3.org/2001/XMLSchema#decimal,literal,4158850000,,,,,,,wd:Q801
320,uri,http://www.wikidata.org/entity/Q117711642,en,literal,Neeman Bakery,http://www.w3.org/2001/XMLSchema#dateTime,literal,1944-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1218,literal,,,,,,,,,,,,,,wd:Q801
321,uri,http://www.wikidata.org/entity/Q5968953,en,literal,IBM Israel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q11661,literal,,literal,,literal,http://www.wikidata.org/entity/Q190828,literal,,,,,,,,,,,,,,wd:Q801
322,uri,http://www.wikidata.org/entity/Q1325369,en,literal,Elbit Systems Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q392933,literal,,literal,,literal,http://www.wikidata.org/entity/Q41621,literal,,he,literal,"אלביט מערכות בע""מ",http://www.w3.org/2001/XMLSchema#decimal,literal,29085365000,http://www.w3.org/2001/XMLSchema#decimal,literal,12317,,,,wd:Q801
323,uri,http://www.wikidata.org/entity/Q65252074,,literal,Q65252074,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,http://www.wikidata.org/entity/Q13577132,literal,http://www.wikidata.org/entity/Q2636679,literal,,he,literal,מכון אורות הירושלמי,,,,,,,,,,wd:Q801
324,uri,http://www.wikidata.org/entity/Q118342560,en,literal,Hamidrasha Gallery,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
325,uri,http://www.wikidata.org/entity/Q1028633,en,literal,Cameri Theater,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
326,uri,http://www.wikidata.org/entity/Q55649873,en,literal,Fitelson Sheila Jacobson-Architects,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q152467,literal,,,,,,,,,,,,,,wd:Q801
327,uri,http://www.wikidata.org/entity/Q61994838,en,literal,Journeys,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
