,business.type,business.value,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,businessLabel.xml:lang,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,country
1288,uri,http://www.wikidata.org/entity/Q7894378,literal,Universidade Federal de Roraima,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-09-08T00:00:00Z,,,,,,,,,,,,,wd:Q155
1289,uri,http://www.wikidata.org/entity/Q10377588,literal,TV TEM Bauru,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q241645,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-08-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1290,uri,http://www.wikidata.org/entity/Q48855733,literal,Q48855733,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,,,,,,,,,,,,,,,,,wd:Q155
1291,uri,http://www.wikidata.org/entity/Q10377640,literal,TV Unifor,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43463,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1292,uri,http://www.wikidata.org/entity/Q4875740,literal,Beach Park,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1293,uri,http://www.wikidata.org/entity/Q9645252,literal,Banco Mercantil do Brasil,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1294,uri,http://www.wikidata.org/entity/Q5011113,literal,Chesf,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q48344,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1295,uri,http://www.wikidata.org/entity/Q10302582,literal,Instituto Metodista Granbery,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q193019,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1296,uri,http://www.wikidata.org/entity/Q122981782,literal,Top Terra,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1297,uri,http://www.wikidata.org/entity/Q7553274,literal,Sodimac,uri,http://www.wikidata.org/entity/Q298,literal,http://www.wikidata.org/entity/Q26643,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1298,uri,http://www.wikidata.org/entity/Q746413,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q155
1299,uri,http://www.wikidata.org/entity/Q7894381,literal,Federal University of Amapá,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q180215,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,pt,literal,Universidade Federal do Amapá,,,,,,,,,,wd:Q155
1300,uri,http://www.wikidata.org/entity/Q18486490,literal,TV Evangelizar,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1301,uri,http://www.wikidata.org/entity/Q1131088,literal,Pontifícia Universidade Católica do Paraná,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4361,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1302,uri,http://www.wikidata.org/entity/Q5440475,literal,Universidade Federal de Alagoas,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q168888,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-25T00:00:00Z,,,,,,,,,,,,,wd:Q155
1303,uri,http://www.wikidata.org/entity/Q1511043,literal,Gerdau,uri,http://www.wikidata.org/entity/Q155,literal,"http://www.wikidata.org/entity/Q2285982, http://www.wikidata.org/entity/Q1924906",literal,http://www.wikidata.org/entity/Q16195131,literal,,literal,http://www.wikidata.org/entity/Q40269,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1901-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,47000,,,,,,,wd:Q155
1304,uri,http://www.wikidata.org/entity/Q10338629,literal,O2 Filmes,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1305,uri,http://www.wikidata.org/entity/Q10377003,literal,TV Norte Tocantins,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q178993,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1306,uri,http://www.wikidata.org/entity/Q1121216,literal,CPFL Energia,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q171617,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1912-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1307,uri,http://www.wikidata.org/entity/Q10331192,literal,Mitsubishi Motors Brasil,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1308,uri,http://www.wikidata.org/entity/Q10387812,literal,Montes Claros State University,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1309,uri,http://www.wikidata.org/entity/Q16284170,literal,TV Sucesso,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q963195,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1310,uri,http://www.wikidata.org/entity/Q10372620,literal,Brazilian Chemical Society,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q155,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1311,uri,http://www.wikidata.org/entity/Q1474718,literal,Klabin,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q2283886,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1899-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1312,uri,http://www.wikidata.org/entity/Q10365989,literal,Q10365989,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1625598,literal,,,,,,,,,,,,,,,,,,wd:Q155
1313,uri,http://www.wikidata.org/entity/Q10365855,literal,Q10365855,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q194328,literal,,,,,,,,,,,,,,,,,,wd:Q155
1314,uri,http://www.wikidata.org/entity/Q18467811,literal,City University of Sao Paulo,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1315,uri,http://www.wikidata.org/entity/Q16142220,literal,Q16142220,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40269,literal,,,,,,,,,,,,,,,,,,wd:Q155
1316,uri,http://www.wikidata.org/entity/Q102248552,literal,Loading,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1317,uri,http://www.wikidata.org/entity/Q65165106,literal,Q65165106,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,wd:Q155
1318,uri,http://www.wikidata.org/entity/Q18281175,literal,TV Tropical,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q131620,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1319,uri,http://www.wikidata.org/entity/Q65164356,literal,Chiquinho Ice Cream,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1320,uri,http://www.wikidata.org/entity/Q10385442,literal,Q10385442,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40269,literal,,,,,,,,,,,,,,,,,,wd:Q155
1321,uri,http://www.wikidata.org/entity/Q18481392,literal,Grupo Belarmino,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4035,literal,,en,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,20000,,,,,,,wd:Q155
1322,uri,http://www.wikidata.org/entity/Q7894388,literal,Universidade Norte do Paraná,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1323,uri,http://www.wikidata.org/entity/Q10313683,literal,Kalunga,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q175,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1324,uri,http://www.wikidata.org/entity/Q113972867,literal,Doublehit Games,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1325,uri,http://www.wikidata.org/entity/Q64495835,literal,Record Manaus,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40236,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-06-17T00:00:00Z,,,,,,,,,,,,,wd:Q155
1326,uri,http://www.wikidata.org/entity/Q10366030,literal,Q10366030,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,wd:Q155
1327,uri,http://www.wikidata.org/entity/Q794939,literal,B&B Hotels,uri,http://www.wikidata.org/entity/Q45,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,en,literal,B&B Hotels,,,,,,,,,,wd:Q155
1328,uri,http://www.wikidata.org/entity/Q20059451,literal,Q20059451,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q81882,literal,,,,,,,,,,,,,,,,,,wd:Q155
1329,uri,http://www.wikidata.org/entity/Q115687683,literal,Imaginarium,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q98479365,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1330,uri,http://www.wikidata.org/entity/Q10366372,literal,SBT Pará,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q12829733,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-09-02T00:00:00Z,,,,,,,,,,,,,wd:Q155
1331,uri,http://www.wikidata.org/entity/Q110637170,literal,Guimaraf Studio,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1332,uri,http://www.wikidata.org/entity/Q111907780,literal,Orube Game Studio,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1333,uri,http://www.wikidata.org/entity/Q18484212,literal,Universidade Cesumar,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q208669,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1334,uri,http://www.wikidata.org/entity/Q10290140,literal,Q10290140,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,wd:Q155
1335,uri,http://www.wikidata.org/entity/Q16496499,literal,Band Internacional,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1336,uri,http://www.wikidata.org/entity/Q5514859,literal,GVT TV,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q418,literal,,literal,,literal,http://www.wikidata.org/entity/Q4361,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-11-16T00:00:00Z,,,,,,,,,,,,,wd:Q155
1337,uri,http://www.wikidata.org/entity/Q10365681,literal,Q10365681,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q155557,literal,,,,,,,,,,,,,,,,,,wd:Q155
1338,uri,http://www.wikidata.org/entity/Q3823361,literal,Devir,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1339,uri,http://www.wikidata.org/entity/Q10377083,literal,TV Conquista,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2012618,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1340,uri,http://www.wikidata.org/entity/Q10365612,literal,Q10365612,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40269,literal,,,,,,,,,,,,,,,,,,wd:Q155
1341,uri,http://www.wikidata.org/entity/Q7635930,literal,SulAmérica Seguros,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q8678,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1895-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1342,uri,http://www.wikidata.org/entity/Q10377622,literal,TV Tropical,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q181056,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1343,uri,http://www.wikidata.org/entity/Q9831321,literal,Companhia de Engenharia de Tráfego de São Paulo,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q175,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1344,uri,http://www.wikidata.org/entity/Q796822,literal,Brazilian Development Bank,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q43015,literal,,literal,,literal,http://www.wikidata.org/entity/Q8678,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-06-20T00:00:00Z,,,,,,,,,,,,,wd:Q155
1345,uri,http://www.wikidata.org/entity/Q10376896,literal,TV Arapuan,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q167436,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1346,uri,http://www.wikidata.org/entity/Q2876669,literal,B2W,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q867147,literal,,literal,,literal,http://www.wikidata.org/entity/Q8678,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8000,,,,,,,wd:Q155
1347,uri,http://www.wikidata.org/entity/Q10377211,literal,RecordTV RS,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40269,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-03-10T00:00:00Z,,,,,,,,,,,,,wd:Q155
1348,uri,http://www.wikidata.org/entity/Q10316732,literal,Leader,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q41428,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1349,uri,http://www.wikidata.org/entity/Q30932495,literal,Q30932495,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q171617,literal,,,,,,,,,,,,,,,,,,wd:Q155
1350,uri,http://www.wikidata.org/entity/Q16496501,literal,Q16496501,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q170762,literal,,,,,,,,,,,,,,,,,,wd:Q155
1351,uri,http://www.wikidata.org/entity/Q10366128,literal,Q10366128,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1006367,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-02T00:00:00Z,,,,,,,,,,,,,wd:Q155
1352,uri,http://www.wikidata.org/entity/Q10377642,literal,TV Unisinos,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q321331,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1353,uri,http://www.wikidata.org/entity/Q10393994,literal,Woohoo,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8678,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1354,uri,http://www.wikidata.org/entity/Q10377222,literal,Ideal TV,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1355,uri,http://www.wikidata.org/entity/Q10365791,literal,Q10365791,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,wd:Q155
1356,uri,http://www.wikidata.org/entity/Q37193444,literal,99,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q41222493,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1357,uri,http://www.wikidata.org/entity/Q25419477,literal,Cinespaço,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1358,uri,http://www.wikidata.org/entity/Q421023,literal,Organization of Ibero-American States,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,wd:Q155
1359,uri,http://www.wikidata.org/entity/Q10303073,literal,InterTV Planície,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q689868,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-04-04T00:00:00Z,,,,,,,,,,,,,wd:Q155
1360,uri,http://www.wikidata.org/entity/Q10303074,literal,InterTV dos Vales,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q462218, http://www.wikidata.org/entity/Q318314, http://www.wikidata.org/entity/Q80004",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-07-13T00:00:00Z,,,,,,,,,,,,,wd:Q155
1361,uri,http://www.wikidata.org/entity/Q10376891,literal,TV Antena 10,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q165341,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1362,uri,http://www.wikidata.org/entity/Q110822664,literal,TV Rio Turiaçu,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2103762,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-04-14T00:00:00Z,,,,,,,,,,,,,wd:Q155
1363,uri,http://www.wikidata.org/entity/Q794939,literal,B&B Hotels,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,en,literal,B&B Hotels,,,,,,,,,,wd:Q155
1364,uri,http://www.wikidata.org/entity/Q115442297,literal,Pop Vegan Food,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-07-28T00:00:00Z,,,,,,,,,,,,,wd:Q155
1365,uri,http://www.wikidata.org/entity/Q115898116,literal,Le Lis,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1366,uri,http://www.wikidata.org/entity/Q1530796,literal,IGB Electronica,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q11650,literal,,literal,,literal,http://www.wikidata.org/entity/Q40236,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1367,uri,http://www.wikidata.org/entity/Q110964490,literal,Aratu Group,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1368,uri,http://www.wikidata.org/entity/Q110518126,literal,Zinzane,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1369,uri,http://www.wikidata.org/entity/Q10377279,literal,TV Sudeste Leste,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q462218,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1370,uri,http://www.wikidata.org/entity/Q1437020,literal,Ford do Brasil,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q184403,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,14596,,,,,,,wd:Q155
1371,uri,http://www.wikidata.org/entity/Q7894380,literal,Federal University of Sergipe,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-02-28T00:00:00Z,,,,,,,,,,,,,wd:Q155
1372,uri,http://www.wikidata.org/entity/Q794939,literal,B&B Hotels,uri,http://www.wikidata.org/entity/Q39,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,en,literal,B&B Hotels,,,,,,,,,,wd:Q155
1373,uri,http://www.wikidata.org/entity/Q10376843,literal,TV Alesp,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1374,uri,http://www.wikidata.org/entity/Q10387891,literal,Universidade de Fortaleza,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-03-21T00:00:00Z,,,,,,,,,,,,,wd:Q155
1375,uri,http://www.wikidata.org/entity/Q421023,literal,Organization of Ibero-American States,uri,http://www.wikidata.org/entity/Q29,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,wd:Q155
1376,uri,http://www.wikidata.org/entity/Q7672377,literal,TV O Povo,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43463,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1377,uri,http://www.wikidata.org/entity/Q10365889,literal,Rádio Contemporânea,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1378,uri,http://www.wikidata.org/entity/Q105946950,literal,Brainflu,uri,http://www.wikidata.org/entity/Q155,literal,"http://www.wikidata.org/entity/Q746359, http://www.wikidata.org/entity/Q625568, http://www.wikidata.org/entity/Q39809",literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-01-23T00:00:00Z,,,,,,,,,,,,,wd:Q155
1379,uri,http://www.wikidata.org/entity/Q10387785,literal,Universidade Cruzeiro do Sul,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1380,uri,http://www.wikidata.org/entity/Q3943701,literal,Sky Brasil,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q526318,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
1381,uri,http://www.wikidata.org/entity/Q10377325,literal,TV Mania,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q320487,literal,,en,,,,,,,,,,,,,,,,wd:Q155
1382,uri,http://www.wikidata.org/entity/Q421023,literal,Organization of Ibero-American States,uri,http://www.wikidata.org/entity/Q419,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,wd:Q155
1383,uri,http://www.wikidata.org/entity/Q10365745,literal,Rádio Difusora (Bagé),uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q119140,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-02-27T00:00:00Z,,,,,,,,,,,,,wd:Q155
