,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,equity.datatype,equity.type,equity.value,assets.datatype,assets.type,assets.value,country
3707,uri,http://www.wikidata.org/entity/Q492412,en,literal,Weathernews,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-06-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11481806,literal,,en,literal,Weathernews Inc.,,,,,,,,,,,,,,,,wd:Q17
3708,uri,http://www.wikidata.org/entity/Q843469,en,literal,Hokuriku Broadcasting Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q98103974,literal,,en,literal,"Hokuriku Broadcasting Co., Ltd.",,,,,,,,,,,,,,,,wd:Q17
3709,uri,http://www.wikidata.org/entity/Q17220427,en,literal,NHK Enterprises,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3710,uri,http://www.wikidata.org/entity/Q7261488,en,literal,Purple software,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3711,uri,http://www.wikidata.org/entity/Q11298855,en,literal,Klein Dytham architecture,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3136345,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3712,uri,http://www.wikidata.org/entity/Q59154259,en,literal,Oshino Shinobi no Sato,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3713,uri,http://www.wikidata.org/entity/Q11337773,en,literal,Hot Stuff Promotion,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-08-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3714,uri,http://www.wikidata.org/entity/Q65241582,en,literal,Burg Hamburg Burg,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q11492876, http://www.wikidata.org/entity/Q216931",literal,,literal,http://www.wikidata.org/entity/Q113567050,literal,http://www.wikidata.org/entity/Q233903,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3715,uri,http://www.wikidata.org/entity/Q11320474,en,literal,Digital Garden,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3716,uri,http://www.wikidata.org/entity/Q105481325,en,literal,Toki Air,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-07-29T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q705614,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3717,uri,http://www.wikidata.org/entity/Q11342276,en,literal,Mizkan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1804-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q463171,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3718,uri,http://www.wikidata.org/entity/Q11402778,en,literal,Hokkaido Shimbun Press,http://www.w3.org/2001/XMLSchema#dateTime,literal,1942-11-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37951,literal,,en,literal,The Hokkaido Shimbun Press,,,,,,,,,,,,,,,,wd:Q17
3719,uri,http://www.wikidata.org/entity/Q108125886,en,literal,Minakami Kogen Resort 200,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3720,uri,http://www.wikidata.org/entity/Q11677776,en,literal,Kizakura,http://www.w3.org/2001/XMLSchema#dateTime,literal,1925-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1197771,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3721,uri,http://www.wikidata.org/entity/Q109665484,en,literal,CyBAR planet,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3722,uri,http://www.wikidata.org/entity/Q110392411,en,literal,"U-NEXT Co., Ltd.",http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,http://www.wikidata.org/entity/Q64783264,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3723,uri,http://www.wikidata.org/entity/Q50399833,en,literal,IKEA Tokyo Bay,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3724,uri,http://www.wikidata.org/entity/Q11419050,en,literal,Kiyomura,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1201337,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3725,uri,http://www.wikidata.org/entity/Q5209407,en,literal,Daimaru Matsuzakaya Department Stores,http://www.w3.org/2001/XMLSchema#dateTime,literal,1910-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11518258,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3726,uri,http://www.wikidata.org/entity/Q11314186,en,literal,2nd STREET,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-11-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q80434,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3727,uri,http://www.wikidata.org/entity/Q5366038,en,literal,Kobe New Transit,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-07-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q639030,literal,,literal,,literal,http://www.wikidata.org/entity/Q11563078,literal,,ja,literal,神戸新交通株式会社,,,,,,,,,,,,,,,,wd:Q17
3728,uri,http://www.wikidata.org/entity/Q5196080,en,literal,Curves International,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q128244,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3729,uri,http://www.wikidata.org/entity/Q17225459,en,literal,Hifumi,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q232631,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3730,uri,http://www.wikidata.org/entity/Q11621752,en,literal,Renge Onsen,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3731,uri,http://www.wikidata.org/entity/Q21019177,,literal,Q21019177,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-03-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3732,uri,http://www.wikidata.org/entity/Q11257736,en,literal,Atsuma Bus,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-09-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q35581,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3733,uri,http://www.wikidata.org/entity/Q89207896,en,literal,Los Apson?,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-08-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3180833,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3734,uri,http://www.wikidata.org/entity/Q11585382,en,literal,Ishigaki Yaima village,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3735,uri,http://www.wikidata.org/entity/Q105036839,en,literal,Infinity Vector,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-08-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q941594, http://www.wikidata.org/entity/Q638608",literal,,literal,,literal,http://www.wikidata.org/entity/Q102220888,literal,,en-gb,literal,Infinity Vector Ltd,http://www.w3.org/2001/XMLSchema#decimal,literal,6,,,,,,,,,,,,,wd:Q17
3736,uri,http://www.wikidata.org/entity/Q11333324,en,literal,Futaba,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q130308,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3737,uri,http://www.wikidata.org/entity/Q11728013,en,literal,SMILE-UP,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q19595701,literal,,literal,http://www.wikidata.org/entity/Q1036665,literal,http://www.wikidata.org/entity/Q416131,literal,,en,literal,SMILE-UP.Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,210,,,,,,,,,,,,,wd:Q17
3738,uri,http://www.wikidata.org/entity/Q11649983,en,literal,Ginza Cozy Corner,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q179645,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3739,uri,http://www.wikidata.org/entity/Q116172608,en,literal,DOKI DOKI Factory,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q60061622,literal,,literal,,literal,http://www.wikidata.org/entity/Q3346530,literal,,ja,literal,株式会社ドキドキファクトリー,,,,,,,,,,,,,,,,wd:Q17
3740,uri,http://www.wikidata.org/entity/Q5618753,en,literal,GungHo Online Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q214051,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,333,,,,,,,,,,,,,wd:Q17
3741,uri,http://www.wikidata.org/entity/Q11275009,,literal,Q11275009,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q11235728,literal,,literal,,literal,http://www.wikidata.org/entity/Q127513,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3742,uri,http://www.wikidata.org/entity/Q65231139,en,literal,Re:Act,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q117747316,ja,literal,KAGAYAKI STARS,,,,,,,,,,,,,,,,wd:Q17
3743,uri,http://www.wikidata.org/entity/Q164740,en,literal,Fujifilm,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-10-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q11633,literal,,literal,,literal,"http://www.wikidata.org/entity/Q190088, http://www.wikidata.org/entity/Q1490",literal,,ja,literal,富士フイルム株式会社,http://www.w3.org/2001/XMLSchema#decimal,literal,75845,http://www.w3.org/2001/XMLSchema#decimal,literal,104431000,,,,,,,,,,wd:Q17
3744,uri,http://www.wikidata.org/entity/Q108129864,en,literal,Marunuma Kogen Ski Resort,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3745,uri,http://www.wikidata.org/entity/Q15506069,en,literal,Yamanashi Fuefukigawa Fruit Park,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q11469673, http://www.wikidata.org/entity/Q11492001",,,,,,,,,,,,,,,,,,,wd:Q17
3746,uri,http://www.wikidata.org/entity/Q11571945,en,literal,Inawashiro Midorinomura,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3747,uri,http://www.wikidata.org/entity/Q101084870,,literal,Q101084870,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,http://www.wikidata.org/entity/Q9125079,literal,http://www.wikidata.org/entity/Q11664320,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3748,uri,http://www.wikidata.org/entity/Q110192942,en,literal,Tezukayama Gallery,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q110192972, http://www.wikidata.org/entity/Q11481044",literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3749,uri,http://www.wikidata.org/entity/Q10854698,en,literal,NHK Nara Broadcasting Station,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3750,uri,http://www.wikidata.org/entity/Q5363319,en,literal,Fujimi Fantasia Bunko,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3751,uri,http://www.wikidata.org/entity/Q108777416,en,literal,DONUTS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-02-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q11661,literal,,literal,,literal,http://www.wikidata.org/entity/Q193638,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3752,uri,http://www.wikidata.org/entity/Q11103541,en,literal,Toei Kyoto Studio Park,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11527253,,,,,,,,,,,,,,,,,,,wd:Q17
3753,uri,http://www.wikidata.org/entity/Q1372049,en,literal,Japan Post Holdings,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q1529128, http://www.wikidata.org/entity/Q806718",literal,http://www.wikidata.org/entity/Q17229450,literal,,literal,http://www.wikidata.org/entity/Q214051,literal,,ja,literal,日本郵政株式会社,http://www.w3.org/2001/XMLSchema#decimal,literal,2886,http://www.w3.org/2001/XMLSchema#decimal,literal,15790000000,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,293162545000000,wd:Q17
3754,uri,http://www.wikidata.org/entity/Q11508834,,literal,Q11508834,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q102212173,literal,http://www.wikidata.org/entity/Q11508838,,,,,,,,,,,,,,,,,,,wd:Q17
3755,uri,http://www.wikidata.org/entity/Q11503660,en,literal,Shinseido Pharmacy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q123258,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3756,uri,http://www.wikidata.org/entity/Q11525088,en,literal,Tokyo Keizai,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-03-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q123258,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3757,uri,http://www.wikidata.org/entity/Q11616657,,literal,Q11616657,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3758,uri,http://www.wikidata.org/entity/Q11257037,en,literal,Akindo Sushiro,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-03-31T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q122723,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3759,uri,http://www.wikidata.org/entity/Q172207,en,literal,Ubisoft Japan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-04-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3760,uri,http://www.wikidata.org/entity/Q10860833,,literal,Q10860833,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3761,uri,http://www.wikidata.org/entity/Q117720960,en,literal,Liverary,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q91915294,,,,,,,,,,,,,,,,,,,wd:Q17
3762,uri,http://www.wikidata.org/entity/Q11643456,en,literal,Miyako Hotels & Resorts,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3763,uri,http://www.wikidata.org/entity/Q41187,en,literal,Sony Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q941594, http://www.wikidata.org/entity/Q778575, http://www.wikidata.org/entity/Q581105",literal,http://www.wikidata.org/entity/Q64783806,literal,,literal,http://www.wikidata.org/entity/Q190088,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,109700,http://www.w3.org/2001/XMLSchema#decimal,literal,1191375000000,http://www.w3.org/2001/XMLSchema#decimal,literal,137300000000,http://www.w3.org/2001/XMLSchema#decimal,literal,5575839000000,http://www.w3.org/2001/XMLSchema#decimal,literal,26354840000000,wd:Q17
3764,uri,http://www.wikidata.org/entity/Q11366794,en,literal,Nakamachi Kurassic-kan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1888-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3765,uri,http://www.wikidata.org/entity/Q7035171,en,literal,Nikkei Business Publications,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-04-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7825412,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3766,uri,http://www.wikidata.org/entity/Q11259172,en,literal,"UP-FRONT PROMOTION Co., Ltd.",http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3767,uri,http://www.wikidata.org/entity/Q1652574,en,literal,Manulife Financial,http://www.w3.org/2001/XMLSchema#dateTime,literal,1887-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q2518196,literal,,literal,,literal,http://www.wikidata.org/entity/Q172,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3768,uri,http://www.wikidata.org/entity/Q858452,en,literal,Fujiya,http://www.w3.org/2001/XMLSchema#dateTime,literal,1910-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q18646422,literal,,literal,,literal,http://www.wikidata.org/entity/Q11433925,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3769,uri,http://www.wikidata.org/entity/Q17211160,en,literal,Yokkaichi Asunarou Railway,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-03-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26410,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,36,,,,,,,,,,,,,wd:Q17
3770,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q1326594, http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q17
3771,uri,http://www.wikidata.org/entity/Q11229285,en,literal,Ladies Legend Pro-Wrestling,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3772,uri,http://www.wikidata.org/entity/Q11285613,en,literal,Earth Star Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3773,uri,http://www.wikidata.org/entity/Q22125742,en,literal,Miraikuru,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q80434,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3774,uri,http://www.wikidata.org/entity/Q908436,en,literal,TV Asahi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q289,literal,,literal,http://www.wikidata.org/entity/Q30927053,literal,http://www.wikidata.org/entity/Q96091681,literal,,en,literal,TV Asahi Corporation,,,,,,,,,,,,,,,,wd:Q17
3775,uri,http://www.wikidata.org/entity/Q106472362,en,literal,Team Ladybug,,,,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3776,uri,http://www.wikidata.org/entity/Q11291081,en,literal,LB,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-12-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q128186,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3777,uri,http://www.wikidata.org/entity/Q28504101,en,literal,Koman,http://www.w3.org/2001/XMLSchema#dateTime,literal,0717-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3778,uri,http://www.wikidata.org/entity/Q11404894,en,literal,Tokachi Bus,http://www.w3.org/2001/XMLSchema#dateTime,literal,1916-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3779,uri,http://www.wikidata.org/entity/Q11299217,en,literal,Crysta Nagahori,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-05-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11408378,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3780,uri,http://www.wikidata.org/entity/Q7499501,en,literal,Shizuoka Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1943-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q174691,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6541,http://www.w3.org/2001/XMLSchema#decimal,literal,43722000000,http://www.w3.org/2001/XMLSchema#decimal,literal,536200000000,http://www.w3.org/2001/XMLSchema#decimal,literal,1105100000,http://www.w3.org/2001/XMLSchema#decimal,literal,14076128000,wd:Q17
3781,uri,http://www.wikidata.org/entity/Q17220385,en,literal,HAMA-SUSHI,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11563057,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3782,uri,http://www.wikidata.org/entity/Q11326356,en,literal,Hasegawa Store,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26418,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
3783,uri,http://www.wikidata.org/entity/Q24874792,,literal,Q24874792,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q71707,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
