,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,officialname.xml:lang,officialname.type,officialname.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,markcap.datatype,markcap.type,markcap.value,employees.datatype,employees.type,employees.value,country
271,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,21,wd:Q664
272,uri,http://www.wikidata.org/entity/Q114352983,en,literal,Hirepool,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
273,uri,http://www.wikidata.org/entity/Q7280905,en,literal,Radio Marlborough,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
274,uri,http://www.wikidata.org/entity/Q1134606,en,literal,Massey University,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1927-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
275,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,wd:Q664
276,uri,http://www.wikidata.org/entity/Q5123171,en,literal,City Gallery Wellington,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1940-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
277,uri,http://www.wikidata.org/entity/Q111019114,en,literal,Bivouac Outdoor,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
278,uri,http://www.wikidata.org/entity/Q18348448,en,literal,Harmoney,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q253613,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
279,uri,http://www.wikidata.org/entity/Q842482,en,literal,Wētā FX,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,wd:Q664
280,uri,http://www.wikidata.org/entity/Q119443589,en,literal,Shaver Shop,en,literal,Shaver Shop Pty Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
281,uri,http://www.wikidata.org/entity/Q2456640,en,literal,Manawa Energy,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q2151621,literal,,literal,,literal,http://www.wikidata.org/entity/Q207756,literal,,,,,,,,wd:Q664
282,uri,http://www.wikidata.org/entity/Q111018588,en,literal,Bento Bowl,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
283,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,wd:Q664
284,uri,http://www.wikidata.org/entity/Q121644633,en,literal,Synergy Hair,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
285,uri,http://www.wikidata.org/entity/Q23177553,en,literal,House of Travel,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q49389,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
286,uri,http://www.wikidata.org/entity/Q116814889,en,literal,Family Bar,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-08-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
287,uri,http://www.wikidata.org/entity/Q8050827,en,literal,Yealands Estate,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q213376,literal,,literal,,literal,http://www.wikidata.org/entity/Q2264298,literal,,,,,,,,wd:Q664
288,uri,http://www.wikidata.org/entity/Q17067645,en,literal,Te Herenga Waka University Press,en,literal,Victoria University Press,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,http://www.wikidata.org/entity/Q1150437,,,,,,,wd:Q664
289,uri,http://www.wikidata.org/entity/Q7280833,en,literal,Radio Hauraki,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
290,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18,wd:Q664
291,uri,http://www.wikidata.org/entity/Q108569458,en,literal,Dynasty Sport,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q1505660,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
292,uri,http://www.wikidata.org/entity/Q116972912,en,literal,The Shed Collective Farmers’ Market,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-10-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
293,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q954,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,27,wd:Q664
294,uri,http://www.wikidata.org/entity/Q17067645,en,literal,Te Herenga Waka University Press,en,literal,Te Herenga Waka University Press,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,http://www.wikidata.org/entity/Q1150437,,,,,,,wd:Q664
295,uri,http://www.wikidata.org/entity/Q110221600,en,literal,Torpedo7,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
296,uri,http://www.wikidata.org/entity/Q123674189,en,literal,Northcote Tavern,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
297,uri,http://www.wikidata.org/entity/Q21178908,en,literal,National Storage,en,literal,NATIONAL STORAGE REIT,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q401404,literal,,literal,,literal,http://www.wikidata.org/entity/Q34932,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2840016597,,,,wd:Q664
298,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18,wd:Q664
299,uri,http://www.wikidata.org/entity/Q118464708,en,literal,Big Save Furniture,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
300,uri,http://www.wikidata.org/entity/Q110923303,en,literal,CityFitness,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
301,uri,http://www.wikidata.org/entity/Q16823702,en,literal,Newshub,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
302,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q189,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,21,wd:Q664
303,uri,http://www.wikidata.org/entity/Q107283297,en,literal,Moore Wilson's,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1918-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7690766,literal,,,,,,,,wd:Q664
304,uri,http://www.wikidata.org/entity/Q111017590,en,literal,Bargain Chemist,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
305,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,wd:Q664
306,uri,http://www.wikidata.org/entity/Q6167713,en,literal,Jaycar,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q7384866, http://www.wikidata.org/entity/Q1461374",literal,,,,,,,,wd:Q664
307,uri,http://www.wikidata.org/entity/Q1144511,en,literal,New Zealand Post,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-02-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q57616250,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,wd:Q664
308,uri,http://www.wikidata.org/entity/Q110190653,en,literal,Briscoes Homeware,en,literal,Briscoes (New Zealand) Limited,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6912960,literal,,,,,,,,wd:Q664
309,uri,http://www.wikidata.org/entity/Q5176845,en,literal,Woolworths New Zealand,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
310,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,wd:Q664
311,uri,http://www.wikidata.org/entity/Q121646382,en,literal,AS Colour,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
312,uri,http://www.wikidata.org/entity/Q116825053,en,literal,Lollipops Playland,,,,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
313,uri,http://www.wikidata.org/entity/Q94836910,en,literal,ANZCO Foods,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-08-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q80962,literal,,literal,,literal,http://www.wikidata.org/entity/Q79990,literal,,,,,,,,wd:Q664
314,uri,http://www.wikidata.org/entity/Q57017144,en,literal,REDFOX™ Game Studio Limited,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
315,uri,http://www.wikidata.org/entity/Q6421682,en,literal,Kmart Australia,en-au,literal,KMART AUSTRALIA LIMITED,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q6933974,literal,,,,,,,,wd:Q664
316,uri,http://www.wikidata.org/entity/Q111015103,en,literal,Number One Shoes,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
317,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,wd:Q664
318,uri,http://www.wikidata.org/entity/Q71916710,en,literal,Thin Lizzy,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,"http://www.wikidata.org/entity/Q12752882, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,wd:Q664
319,uri,http://www.wikidata.org/entity/Q111015152,en,literal,Mad Butcher,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
320,uri,http://www.wikidata.org/entity/Q123054017,en,literal,Black Salt Games,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
321,uri,http://www.wikidata.org/entity/Q20311393,en,literal,1ZM,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
322,uri,http://www.wikidata.org/entity/Q7537617,en,literal,SkyBus,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q733738,literal,,,,,,,,wd:Q664
323,uri,http://www.wikidata.org/entity/Q55636134,en,literal,Tranzit Group,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1924-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q7590,literal,,literal,,literal,http://www.wikidata.org/entity/Q1223916,literal,,,,,,,,wd:Q664
324,uri,http://www.wikidata.org/entity/Q100283020,en,literal,Qrious,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
325,uri,http://www.wikidata.org/entity/Q110298660,en,literal,The Baby Factory,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
326,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,27,wd:Q664
327,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,wd:Q664
328,uri,http://www.wikidata.org/entity/Q66456981,en,literal,TookiPalooki,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q251825,literal,,,,,,,,wd:Q664
329,uri,http://www.wikidata.org/entity/Q121652432,en,literal,Robert Harris,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
330,uri,http://www.wikidata.org/entity/Q110524077,en,literal,Bin Inn,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
331,uri,http://www.wikidata.org/entity/Q5047174,en,literal,Carter Holt Harvey,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1900-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
332,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q954,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,22,wd:Q664
333,uri,http://www.wikidata.org/entity/Q63557330,en,literal,Kennards Hire,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3224,literal,,,,,,,,wd:Q664
334,uri,http://www.wikidata.org/entity/Q114353224,en,literal,National Mini Storage,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
335,uri,http://www.wikidata.org/entity/Q7974955,en,literal,Wattie's,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1934-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q627371,literal,,literal,,literal,http://www.wikidata.org/entity/Q1015690,literal,,,,,,,,wd:Q664
336,uri,http://www.wikidata.org/entity/Q100272682,en,literal,Coffee Culture,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
337,uri,http://www.wikidata.org/entity/Q6818611,en,literal,Mercury Energy,en,literal,MERCURY NZ LIMITED,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q383973,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7656131243,,,,wd:Q664
338,uri,http://www.wikidata.org/entity/Q114949786,en,literal,Pasifika TV,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
339,uri,http://www.wikidata.org/entity/Q113313306,en,literal,J. A. Russell,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
340,uri,http://www.wikidata.org/entity/Q107086246,en,literal,Te Rēhia Theatre,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-08-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
341,uri,http://www.wikidata.org/entity/Q806687,en,literal,Bank of New Zealand,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1861-07-29T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
342,uri,http://www.wikidata.org/entity/Q26715541,en,literal,Dinosaur Polo Club,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
343,uri,http://www.wikidata.org/entity/Q115565889,en,literal,RD Petroleum,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
344,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18,wd:Q664
345,uri,http://www.wikidata.org/entity/Q7012488,en,literal,New World,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,wd:Q664
346,uri,http://www.wikidata.org/entity/Q1048626,en,literal,Lincoln University,en,literal,Canterbury Agricultural College,http://www.w3.org/2001/XMLSchema#dateTime,literal,1878-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
347,uri,http://www.wikidata.org/entity/Q111080173,en,literal,Early Settler,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
348,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18,wd:Q664
349,uri,http://www.wikidata.org/entity/Q104865291,en,literal,Smiths City,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
350,uri,http://www.wikidata.org/entity/Q4045612,en,literal,OTOY,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,http://www.wikidata.org/entity/Q107615005,literal,,literal,http://www.wikidata.org/entity/Q65,literal,,,,,,,,wd:Q664
351,uri,http://www.wikidata.org/entity/Q60174436,en,literal,Dry Cactus,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q2046047,literal,,,,,,,,wd:Q664
352,uri,http://www.wikidata.org/entity/Q4546002,en,literal,1000minds,en,literal,1000minds Limited,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,"http://www.wikidata.org/entity/Q5249226, http://www.wikidata.org/entity/Q913709, http://www.wikidata.org/entity/Q638608, http://www.wikidata.org/entity/Q130286",literal,,literal,,literal,http://www.wikidata.org/entity/Q133073,literal,,,,,,,,wd:Q664
353,uri,http://www.wikidata.org/entity/Q110191269,en,literal,Living & Giving,en,literal,Living & Giving Limited,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6912960,literal,,,,,,,,wd:Q664
