,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
207,uri,http://www.wikidata.org/entity/Q4960468,,literal,Q4960468,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q20937,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
208,uri,http://www.wikidata.org/entity/Q928831,en,literal,Seoul Broadcasting System,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16093082,literal,,en,literal,Seoul Broadcasting System (SBS),,,,,,,,,,,,,,,,wd:Q884
209,uri,http://www.wikidata.org/entity/Q142054,en,literal,Kumon,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q8434,literal,,literal,,literal,http://www.wikidata.org/entity/Q35765,literal,,ja,literal,株式会社公文教育研究会,,,,,,,,,,,,,,,,wd:Q884
210,uri,http://www.wikidata.org/entity/Q105221824,en,literal,Vertigo Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
211,uri,http://www.wikidata.org/entity/Q4771243,en,literal,Antenna,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
212,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
213,uri,http://www.wikidata.org/entity/Q16850770,en,literal,J. Tune Camp,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2647661,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
214,uri,http://www.wikidata.org/entity/Q121294865,en,literal,Lotte rent-a-car,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q42120,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
215,uri,http://www.wikidata.org/entity/Q490142,en,literal,Amorepacific Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q55732357,literal,,ko,literal,주식회사 아모레퍼시픽,,,,,,,,,,,,,,,,wd:Q884
216,uri,http://www.wikidata.org/entity/Q485531,en,literal,Bank of Korea,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,http://www.wikidata.org/entity/Q16091117,literal,http://www.wikidata.org/entity/Q50441,literal,,ko,literal,한국은행,,,,,,,,,,,,,,,,wd:Q884
217,uri,http://www.wikidata.org/entity/Q18512104,en,literal,J Planet Entertainment,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
218,uri,http://www.wikidata.org/entity/Q47516523,en,literal,AStory,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
219,uri,http://www.wikidata.org/entity/Q624041,en,literal,GS25,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q7361709,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
220,uri,http://www.wikidata.org/entity/Q12600673,en,literal,Samtoh Co.,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
221,uri,http://www.wikidata.org/entity/Q142054,en,literal,Kumon,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q8434,literal,,literal,,literal,http://www.wikidata.org/entity/Q35765,literal,,ja,literal,株式会社公文教育研究会,,,,,,,,,,,,,,,,wd:Q884
222,uri,http://www.wikidata.org/entity/Q625647,en,literal,Netmarble,,,,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q884,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
223,uri,http://www.wikidata.org/entity/Q50595,en,literal,YG Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-02-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q19595701,literal,,literal,,literal,http://www.wikidata.org/entity/Q2681423,literal,,en,literal,YG Entertainment Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,254,,,,,,,,,,,,,wd:Q884
224,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
225,uri,http://www.wikidata.org/entity/Q116993592,en,literal,Ajoj Toys,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-02-09T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q57262286,literal,,literal,,literal,,literal,,en,literal,Ajoj Toys,,,,,,,,,,,,,,,,wd:Q884
226,uri,http://www.wikidata.org/entity/Q107522777,en,literal,131 Label,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
227,uri,http://www.wikidata.org/entity/Q120998545,en,literal,Coffeesmith,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
228,uri,http://www.wikidata.org/entity/Q97203011,en,literal,Kurly,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q10932402,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
229,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
230,uri,http://www.wikidata.org/entity/Q3535609,en,literal,Tous les Jours,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
231,uri,http://www.wikidata.org/entity/Q31179359,en,literal,KQ Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,192015000,http://www.w3.org/2001/XMLSchema#decimal,literal,49604545404,,,,wd:Q884
232,uri,http://www.wikidata.org/entity/Q484872,en,literal,Jin Air,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q50192,literal,,en,literal,"Jin Air Co., Ltd.",,,,,,,,,,,,,,,,wd:Q884
233,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
234,uri,http://www.wikidata.org/entity/Q6451272,en,literal,CJ Cheil Jedang,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q50441,literal,,ko,literal,씨제이제일제당 주식회사,,,,,,,,,,,,,,,,wd:Q884
235,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
236,uri,http://www.wikidata.org/entity/Q26874531,en,literal,Music K Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
237,uri,http://www.wikidata.org/entity/Q115973454,en,literal,143 Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-06-09T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q19595701, http://www.wikidata.org/entity/Q10302058",literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
238,uri,http://www.wikidata.org/entity/Q16174772,en,literal,Rainbow Bridge World,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-03-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,"http://www.wikidata.org/entity/Q50382, http://www.wikidata.org/entity/Q50355",literal,,,,,,,,,,,,,,,,,,,,wd:Q884
239,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
240,uri,http://www.wikidata.org/entity/Q21120876,en,literal,Samsung SDI,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q99529212,literal,,literal,,literal,http://www.wikidata.org/entity/Q18459,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
241,uri,http://www.wikidata.org/entity/Q39988,en,literal,Yonsei University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1885-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,en,literal,Yonsei University,,,,,,,,,,,,,,,,wd:Q884
242,uri,http://www.wikidata.org/entity/Q5459069,en,literal,Busan Transportation Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q5503,literal,,literal,,literal,http://www.wikidata.org/entity/Q16520,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
243,uri,http://www.wikidata.org/entity/Q118610626,en,literal,Backpackr Inc.,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
244,uri,http://www.wikidata.org/entity/Q483938,en,literal,SM Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-02-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q10302058, http://www.wikidata.org/entity/Q638",literal,,literal,,literal,http://www.wikidata.org/entity/Q2681469,literal,,en,literal,"SM Entertainment Co., Ltd.",http://www.w3.org/2001/XMLSchema#decimal,literal,601,,,,,,,,,,,,,wd:Q884
245,uri,http://www.wikidata.org/entity/Q12618419,en,literal,Korea Centers for Disease Control and Prevention,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
246,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
247,uri,http://www.wikidata.org/entity/Q112650982,en,literal,Pictionary Art Factory,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q11425,literal,,literal,,literal,http://www.wikidata.org/entity/Q42124,literal,,en,literal,Pictionary Art Factory,,,,,,,,,,,,,,,,wd:Q884
248,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q884
249,uri,http://www.wikidata.org/entity/Q122766590,en,literal,Recreate Games,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
250,uri,http://www.wikidata.org/entity/Q17684312,en,literal,Kakao,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-02-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q75,literal,http://www.wikidata.org/entity/Q21060078,literal,,literal,"http://www.wikidata.org/entity/Q42142, http://www.wikidata.org/entity/Q8684",literal,,,,,,,,,,,,,,,,,,,,wd:Q884
251,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
252,uri,http://www.wikidata.org/entity/Q563107,en,literal,Hanwha Aerospace,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q2876213,literal,,literal,,literal,http://www.wikidata.org/entity/Q884,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
253,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
254,uri,http://www.wikidata.org/entity/Q12607562,en,literal,YP Books,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q998426,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
255,uri,http://www.wikidata.org/entity/Q35349,en,literal,Kia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1944-12-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
256,uri,http://www.wikidata.org/entity/Q29311,en,literal,Hyundai,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
257,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
258,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q884
259,uri,http://www.wikidata.org/entity/Q15946075,en,literal,Management SOOP,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-04-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
260,uri,http://www.wikidata.org/entity/Q12600945,,literal,Q12600945,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-07-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q20937,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
261,uri,http://www.wikidata.org/entity/Q484047,en,literal,Hana Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
262,uri,http://www.wikidata.org/entity/Q18351757,en,literal,Digipedi,,,,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q60061622,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
263,uri,http://www.wikidata.org/entity/Q494668,en,literal,Lotte World,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
264,uri,http://www.wikidata.org/entity/Q16448649,en,literal,Chonghaejin Marine Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-03-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q20934,literal,,ko,literal,주식회사 청해진해운,,,,,,,,,,,,,,,,wd:Q884
265,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
266,uri,http://www.wikidata.org/entity/Q21554828,en,literal,IST Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,ko,literal,아이에스티엔터테인먼트,,,,,,,,,,,,,,,,wd:Q884
267,uri,http://www.wikidata.org/entity/Q12599540,en,literal,VIPS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q1751445, http://www.wikidata.org/entity/Q171141",literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
268,uri,http://www.wikidata.org/entity/Q28699804,en,literal,Yogerpresso,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
269,uri,http://www.wikidata.org/entity/Q211165,en,literal,Asiana Airlines,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-02-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2647427,literal,,en,literal,Asiana Airlines Inc.,,,,,,,,,,,,,,,,wd:Q884
270,uri,http://www.wikidata.org/entity/Q94649502,en,literal,ProjectMoon,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-11-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,30,,,,,,,,,,,,,wd:Q884
271,uri,http://www.wikidata.org/entity/Q50595,en,literal,YG Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-02-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q19595701,literal,,literal,,literal,http://www.wikidata.org/entity/Q2681423,literal,,ko,literal,주식회사 와이지엔터테인먼트,http://www.w3.org/2001/XMLSchema#decimal,literal,254,,,,,,,,,,,,,wd:Q884
272,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q884
273,uri,http://www.wikidata.org/entity/Q16179450,en,literal,"Yongsang Publising Media, Inc",,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q20934,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
274,uri,http://www.wikidata.org/entity/Q8060897,en,literal,Yulchon,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
275,uri,http://www.wikidata.org/entity/Q121294762,en,literal,SK rent-a-car,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
276,uri,http://www.wikidata.org/entity/Q106636398,en,literal,MyDoll Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q19595701, http://www.wikidata.org/entity/Q746359",literal,http://www.wikidata.org/entity/Q111660992,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
