,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
201,uri,http://www.wikidata.org/entity/Q4921546,en,literal,Black Red White,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q1957814,literal,,literal,,literal,http://www.wikidata.org/entity/Q319445,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
202,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q39,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,,,,,,,,,,en,literal,B&B Hotels,,,,,,,wd:Q36
203,uri,http://www.wikidata.org/entity/Q9266793,en,literal,Opel Manufacturing Poland,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q105084,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2853,http://www.w3.org/2001/XMLSchema#decimal,literal,5400000,,,,mul,literal,OPEL MANUFACTURING POLAND SP. Z O.O.,,,,,,,wd:Q36
204,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q34,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
205,uri,http://www.wikidata.org/entity/Q6100964,en,literal,iwoca,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q16319025,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
206,uri,http://www.wikidata.org/entity/Q673632,en,literal,Netia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,1160,,,,,,,,,,,,,,,,wd:Q36
207,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,,,,,,,,,,en,literal,B&B Hotels,,,,,,,wd:Q36
208,uri,http://www.wikidata.org/entity/Q116474512,en,literal,Simteract,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q37333,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
209,uri,http://www.wikidata.org/entity/Q118613846,en,literal,Nova Post,,,,uri,http://www.wikidata.org/entity/Q212,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
210,uri,http://www.wikidata.org/entity/Q112040500,,literal,Q112040500,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-05-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
211,uri,http://www.wikidata.org/entity/Q60860205,en,literal,Roovee,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q1358919,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
212,uri,http://www.wikidata.org/entity/Q118613846,en,literal,Nova Post,,,,uri,http://www.wikidata.org/entity/Q213,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
213,uri,http://www.wikidata.org/entity/Q2549114,en,literal,CI Games S.A.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,150,,,,,,,,,,,,,,,,wd:Q36
214,uri,http://www.wikidata.org/entity/Q9256201,en,literal,Eurobank,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1799,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
215,uri,http://www.wikidata.org/entity/Q118613846,en,literal,Nova Post,,,,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
216,uri,http://www.wikidata.org/entity/Q597307,en,literal,Koleje Dolnośląskie,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-12-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q3565868, http://www.wikidata.org/entity/Q2072431",literal,,literal,,literal,http://www.wikidata.org/entity/Q106274,literal,,,,,,,,,,,pl,literal,Koleje Dolnośląskie S.A.,,,,,,,wd:Q36
217,uri,http://www.wikidata.org/entity/Q86924020,en,literal,Sindbad Sp. z o.o.,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q92212,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
218,uri,http://www.wikidata.org/entity/Q56325139,en,literal,Bi1,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
219,uri,http://www.wikidata.org/entity/Q9379648,en,literal,"Faculty of Law, Canon Law and Administration of the John Paul II Catholic University of Lublin",http://www.w3.org/2001/XMLSchema#dateTime,literal,1918-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q175529,,,,,,,,,,,,,,,,,,,wd:Q36
220,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,,,,,,,,,,en,literal,B&B Hotels,,,,,,,wd:Q36
221,uri,http://www.wikidata.org/entity/Q30909211,en,literal,x-kom,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q103217,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
222,uri,http://www.wikidata.org/entity/Q9360044,en,literal,Top Market,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
223,uri,http://www.wikidata.org/entity/Q110801183,en,literal,Stokrotka Market,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,pl,literal,Stokrotka Market,,,,,,,wd:Q36
224,uri,http://www.wikidata.org/entity/Q9352533,en,literal,Szybka Kolej Miejska Sp. z o.o.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-05-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
225,uri,http://www.wikidata.org/entity/Q425956,en,literal,T-Mobile Polska,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,4400,http://www.w3.org/2001/XMLSchema#decimal,literal,-2500000,,,,mul,literal,T-MOBILE POLSKA S.A.,,,,,,,wd:Q36
226,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
227,uri,http://www.wikidata.org/entity/Q1752712,en,literal,Nicolaus Copernicus University in Toruń,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-08-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q47554,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
228,uri,http://www.wikidata.org/entity/Q9302326,en,literal,Radio Wnet,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-05-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
229,uri,http://www.wikidata.org/entity/Q118613846,en,literal,Nova Post,,,,uri,http://www.wikidata.org/entity/Q217,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
230,uri,http://www.wikidata.org/entity/Q124516072,en,literal,Gamestate,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q9781,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
231,uri,http://www.wikidata.org/entity/Q9257464,en,literal,Kruk,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1799,literal,,,,,,,,,,,pl,literal,KRUK SPÓŁKA AKCYJNA,,,,,,,wd:Q36
232,uri,http://www.wikidata.org/entity/Q11826043,en,literal,Społem,http://www.w3.org/2001/XMLSchema#dateTime,literal,1868-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
233,uri,http://www.wikidata.org/entity/Q107410616,en,literal,Mohito,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q1792,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
234,uri,http://www.wikidata.org/entity/Q30338742,en,literal,General Motors,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q105084,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
235,uri,http://www.wikidata.org/entity/Q117824131,en,literal,Tequila Mobile,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-12-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1799,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
236,uri,http://www.wikidata.org/entity/Q1471879,en,literal,Krakow University of Economics,http://www.w3.org/2001/XMLSchema#dateTime,literal,1924-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q31487,literal,,,,,,,,,,,pl,literal,Uniwersytet Ekonomiczny w Krakowie,,,,,,,wd:Q36
237,uri,http://www.wikidata.org/entity/Q101065199,en,literal,The Knights of Unity,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1799,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
238,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,,,,,,,,,,en,literal,B&B Hotels,,,,,,,wd:Q36
239,uri,http://www.wikidata.org/entity/Q654883,en,literal,Eska TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-05-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q9365760, http://www.wikidata.org/entity/Q270",literal,,,,,,,,,,,,,,,,,,,,wd:Q36
240,uri,http://www.wikidata.org/entity/Q11788344,en,literal,CCC,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q9202133,literal,,literal,http://www.wikidata.org/entity/Q246685,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,8517,http://www.w3.org/2001/XMLSchema#decimal,literal,52000000,,,,pl,literal,CCC Spółka Akcyjna,,,,,,,wd:Q36
241,uri,http://www.wikidata.org/entity/Q118215930,en,literal,artinfo.pl,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
242,uri,http://www.wikidata.org/entity/Q9361197,en,literal,Transition Technologies,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,http://www.wikidata.org/entity/Q107209475,literal,http://www.wikidata.org/entity/Q270,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,1500,,,,,,,,,,,,,,,,wd:Q36
243,uri,http://www.wikidata.org/entity/Q118144897,en,literal,Teatr Zagłębia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1897-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
244,uri,http://www.wikidata.org/entity/Q109942429,en,literal,Prison Games,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
245,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q5268834, http://www.wikidata.org/entity/Q3510521, http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q508378",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2792,http://www.w3.org/2001/XMLSchema#decimal,literal,6605351.15,,,,es,literal,GMV Innovating Solutions,,,,,,,wd:Q36
246,uri,http://www.wikidata.org/entity/Q56338245,en,literal,Esotiq,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
247,uri,http://www.wikidata.org/entity/Q11757565,en,literal,Link4 Towarzystwo Ubezpieczeń S.A.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
248,uri,http://www.wikidata.org/entity/Q28673883,en,literal,Tatuum,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
249,uri,http://www.wikidata.org/entity/Q1374265,en,literal,European Radio for Belarus,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
250,uri,http://www.wikidata.org/entity/Q115688338,en,literal,Biochefa Pharmaceutical Research And Production Plant,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q507443,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
251,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,,,,,,,,,,en,literal,B&B Hotels,,,,,,,wd:Q36
252,uri,http://www.wikidata.org/entity/Q9164984,en,literal,Bank Gospodarstwa Krajowego,http://www.w3.org/2001/XMLSchema#dateTime,literal,1924-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q11687305,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
253,uri,http://www.wikidata.org/entity/Q98455993,en,literal,E-CHO,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q640223,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
254,uri,http://www.wikidata.org/entity/Q11833154,en,literal,E.ON Polska,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
255,uri,http://www.wikidata.org/entity/Q106432292,en,literal,Wydawnictwo Jagiellonia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q31487,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
256,uri,http://www.wikidata.org/entity/Q1691800,en,literal,TVP Opole,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q92212,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
257,uri,http://www.wikidata.org/entity/Q96047373,en,literal,Amic Energy,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
258,uri,http://www.wikidata.org/entity/Q857182,en,literal,Biedronka,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q52850,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,40000,,,,,,,,,,,,,,,,wd:Q36
259,uri,http://www.wikidata.org/entity/Q681,en,literal,Warsaw University of Life Sciences,http://www.w3.org/2001/XMLSchema#dateTime,literal,1816-09-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
260,uri,http://www.wikidata.org/entity/Q96047373,en,literal,Amic Energy,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q37,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
261,uri,http://www.wikidata.org/entity/Q86661244,en,literal,Thing Trunk,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-08-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
262,uri,http://www.wikidata.org/entity/Q348402,en,literal,Adam Mickiewicz University in Poznań,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q268,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,5226,,,,,,,pl,literal,Uniwersytet im. Adama Mickiewicza w Poznaniu,,,,,,,wd:Q36
263,uri,http://www.wikidata.org/entity/Q109619982,en,literal,Chaos Group Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
