,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country
223,uri,http://www.wikidata.org/entity/Q13096076,en,literal,Politeknik Negeri Bali,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
224,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
225,uri,http://www.wikidata.org/entity/Q7476068,en,literal,Universitas Pasundan,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
226,uri,http://www.wikidata.org/entity/Q478044,en,literal,Hasanuddin University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-06-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
227,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
228,uri,http://www.wikidata.org/entity/Q12492098,en,literal,Kompas TV Jawa Timur,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
229,uri,http://www.wikidata.org/entity/Q6127803,en,literal,Jambi University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-03-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
230,uri,http://www.wikidata.org/entity/Q97221992,en,literal,Kopi Kenangan,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q252,literal,,,,,,,,,,,,,,wd:Q252
231,uri,http://www.wikidata.org/entity/Q14917503,en,literal,Muhammadiyah University of Yogyakarta,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
232,uri,http://www.wikidata.org/entity/Q12501611,en,literal,KAI Commuter,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q1412403,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
233,uri,http://www.wikidata.org/entity/Q124295448,en,literal,Coalignment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-10-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q11660,literal,,literal,,literal,http://www.wikidata.org/entity/Q7568,literal,,,,,,,,,,,,,,wd:Q252
234,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
235,uri,http://www.wikidata.org/entity/Q6109098,en,literal,JTV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11462,literal,,,,,,,,,,,,,,wd:Q252
236,uri,http://www.wikidata.org/entity/Q1641044,en,literal,Pertamina,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q4318084,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,"http://www.wikidata.org/entity/Q11046844, http://www.wikidata.org/entity/Q12490739",,,,,,,,,,,,,wd:Q252
237,uri,http://www.wikidata.org/entity/Q17585104,en,literal,K-Vision,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-04-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q209588,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT Digital Vision Nusantara,,,,,,,,,,wd:Q252
238,uri,http://www.wikidata.org/entity/Q3213529,en,literal,Indonesia University of Education,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-10-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
239,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
240,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
241,uri,http://www.wikidata.org/entity/Q115114658,en,literal,Kompas TV Jambi,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
242,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q34,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
243,uri,http://www.wikidata.org/entity/Q66424607,en,literal,Holland Bakery,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
244,uri,http://www.wikidata.org/entity/Q63371124,en,literal,Guardian,,,,uri,http://www.wikidata.org/entity/Q424,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
245,uri,http://www.wikidata.org/entity/Q4263077,en,literal,Muhammadiyah University of Magelang,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-08-31T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
246,uri,http://www.wikidata.org/entity/Q4646307,en,literal,99 Ranch Market,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q838762,literal,,,,,,,,,,,,,,wd:Q252
247,uri,http://www.wikidata.org/entity/Q107726575,en,literal,Gema Insani,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
248,uri,http://www.wikidata.org/entity/Q12523351,en,literal,Universitas Islam Sultan Agung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-05-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
249,uri,http://www.wikidata.org/entity/Q12497643,en,literal,Mayasari Bakti,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q13198940,literal,,,,,,,,,,,,,,wd:Q252
250,uri,http://www.wikidata.org/entity/Q124220488,en,literal,Agung's Massage & Salon,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
251,uri,http://www.wikidata.org/entity/Q22915087,en,literal,Richeese Factory,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q10389,literal,,,,,,,,,,,,,,wd:Q252
252,uri,http://www.wikidata.org/entity/Q38116375,en,literal,Voyagin,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q869,literal,,literal,http://www.wikidata.org/entity/Q17229042,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,wd:Q252
253,uri,http://www.wikidata.org/entity/Q5011747,en,literal,Bank CIMB Niaga,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT Bank CIMB Niaga Tbk,http://www.w3.org/2001/XMLSchema#decimal,literal,10.786,,,,,,,wd:Q252
254,uri,http://www.wikidata.org/entity/Q3958218,en,literal,Universitas Syiah Kuala,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-09-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
255,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
256,uri,http://www.wikidata.org/entity/Q806626,en,literal,Bank Central Asia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT Bank Central Asia Tbk.,http://www.w3.org/2001/XMLSchema#decimal,literal,25179,,,,,,,wd:Q252
257,uri,http://www.wikidata.org/entity/Q63371124,en,literal,Guardian,,,,uri,http://www.wikidata.org/entity/Q881,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
258,uri,http://www.wikidata.org/entity/Q108236731,en,literal,Ajwa TV,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
259,uri,http://www.wikidata.org/entity/Q19726033,en,literal,GP Records,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,ar,literal,جي بي ريكوردز,,,,,,,,,,wd:Q252
260,uri,http://www.wikidata.org/entity/Q122870746,en,literal,NET. Palangka Raya,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-05-29T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q14409,literal,,id,literal,PT Borneo Global Media,,,,,,,,,,wd:Q252
261,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q928,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
262,uri,http://www.wikidata.org/entity/Q18148009,en,literal,CNN Indonesia,,,,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q193011,literal,,,,,,,,,,,,,,wd:Q252
263,uri,http://www.wikidata.org/entity/Q12474533,en,literal,Bank Syariah Mandiri,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT Bank Syariah Mandiri,,,,,,,,,,wd:Q252
264,uri,http://www.wikidata.org/entity/Q12485456,en,literal,XL,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
265,uri,http://www.wikidata.org/entity/Q6683165,en,literal,MNCTV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
266,uri,http://www.wikidata.org/entity/Q23848462,en,literal,PKT,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q83323,literal,http://www.wikidata.org/entity/Q23927260,literal,,literal,http://www.wikidata.org/entity/Q5972,literal,,id,literal,PT PKT,,,,,,,,,,wd:Q252
267,uri,http://www.wikidata.org/entity/Q3476210,en,literal,tvOne,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
268,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q334,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
269,uri,http://www.wikidata.org/entity/Q12523371,en,literal,Lancang Kuning University,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
270,uri,http://www.wikidata.org/entity/Q98687155,en,literal,Universal Music Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,ar,literal,يونيفرسال ميوزيك إندونيسيا,,,,,,,,,,wd:Q252
271,uri,http://www.wikidata.org/entity/Q56085408,en,literal,MD Pictures,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q1415395, http://www.wikidata.org/entity/Q37038",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,ar,literal,إم دي بيكتشرز,,,,,,,,,,wd:Q252
272,uri,http://www.wikidata.org/entity/Q19727917,,literal,Q19727917,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
273,uri,http://www.wikidata.org/entity/Q13322850,en,literal,NET.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,http://www.wikidata.org/entity/Q12524647,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
274,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
275,uri,http://www.wikidata.org/entity/Q5396630,en,literal,Es Teler 77,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q11707,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
276,uri,http://www.wikidata.org/entity/Q56191337,en,literal,Warner Music Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,ms,literal,Warner Music Indonesia,,,,,,,,,,wd:Q252
277,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,en,literal,Hello Health Group Pte. Ltd,http://www.w3.org/2001/XMLSchema#decimal,literal,351,,,,,,,wd:Q252
278,uri,http://www.wikidata.org/entity/Q623042,en,literal,Bank Rakyat Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1895-12-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q926217, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT Bank Rakyat Indonesia,http://www.w3.org/2001/XMLSchema#decimal,literal,60553,,,,,,,wd:Q252
279,uri,http://www.wikidata.org/entity/Q55628268,en,literal,PM3FHI,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
280,uri,http://www.wikidata.org/entity/Q12522364,en,literal,Trinity Optima Production,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-06-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q192999,literal,,ms,literal,Trinity Optima Production,,,,,,,,,,wd:Q252
281,uri,http://www.wikidata.org/entity/Q4739894,en,literal,Amanjiwo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
282,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q865,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
283,uri,http://www.wikidata.org/entity/Q12523402,en,literal,Universitas Muhammadiyah Semarang,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
284,uri,http://www.wikidata.org/entity/Q7603634,en,literal,Padang State University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
285,uri,http://www.wikidata.org/entity/Q29981099,en,literal,Conrad Bali,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-03-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,en,literal,Conrad Bali,,,,,,,,,,wd:Q252
286,uri,http://www.wikidata.org/entity/Q12474532,en,literal,Bukopin Sharia Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
287,uri,http://www.wikidata.org/entity/Q123179518,,literal,Q123179518,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
288,uri,http://www.wikidata.org/entity/Q19740794,en,literal,Starvision Plus,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-02-26T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT. Kharisma Starvision Plus,,,,,,,,,,wd:Q252
289,uri,http://www.wikidata.org/entity/Q118515768,en,literal,Chigo x Flip,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
290,uri,http://www.wikidata.org/entity/Q12474533,en,literal,Bank Syariah Mandiri,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT Bank Susila Bakti,,,,,,,,,,wd:Q252
291,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
292,uri,http://www.wikidata.org/entity/Q12515931,en,literal,Sony Music Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q10302058,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,Sony Music Indonesia,,,,,,,,,,wd:Q252
293,uri,http://www.wikidata.org/entity/Q4855949,en,literal,Bank Muamalat,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
