,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,country
271,uri,http://www.wikidata.org/entity/Q580829,en,literal,Central Bank of the Republic of Turkey,http://www.w3.org/2001/XMLSchema#dateTime,literal,1930-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,http://www.wikidata.org/entity/Q23817662,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
272,uri,http://www.wikidata.org/entity/Q20474870,en,literal,Diyanet Radyo,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
273,uri,http://www.wikidata.org/entity/Q6095105,en,literal,Cem TV,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
274,uri,http://www.wikidata.org/entity/Q28940537,en,literal,Cacharel,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
275,uri,http://www.wikidata.org/entity/Q6089124,en,literal,Necmettin Erbakan University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q79857,literal,,,,,,,,,,,,,,wd:Q43
276,uri,http://www.wikidata.org/entity/Q47165503,en,literal,Yapi Kredi Culture Art Publishing Inc.,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q217411,literal,,,,,,,,,,,,,,wd:Q43
277,uri,http://www.wikidata.org/entity/Q25476671,,literal,Q25476671,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
278,uri,http://www.wikidata.org/entity/Q5005278,en,literal,Bülent Ecevit University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q187895,literal,,,,,,,,,,,,,,wd:Q43
279,uri,http://www.wikidata.org/entity/Q28940548,en,literal,Turkey Relocation Management Services,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
280,uri,http://www.wikidata.org/entity/Q6058063,,literal,Q6058063,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
281,uri,http://www.wikidata.org/entity/Q118534115,en,literal,Imge Kitabevi,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
282,uri,http://www.wikidata.org/entity/Q6103457,en,literal,Özdilek Holding,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
283,uri,http://www.wikidata.org/entity/Q28729960,en,literal,Kelebek,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
284,uri,http://www.wikidata.org/entity/Q1194217,en,literal,Voice of Turkey,http://www.w3.org/2001/XMLSchema#dateTime,literal,1937-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
285,uri,http://www.wikidata.org/entity/Q6065269,en,literal,TGRT FM,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
286,uri,http://www.wikidata.org/entity/Q6063735,en,literal,Minika Çocuk,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
287,uri,http://www.wikidata.org/entity/Q20471726,en,literal,Bankpozitif,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
288,uri,http://www.wikidata.org/entity/Q6104304,en,literal,İddaa,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
289,uri,http://www.wikidata.org/entity/Q28008050,en,literal,Kahve Dünyası,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
290,uri,http://www.wikidata.org/entity/Q2254240,en,literal,Doğuş University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
291,uri,http://www.wikidata.org/entity/Q21527387,en,literal,Zarok TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q83387,literal,,,,,,,,,,,,,,wd:Q43
292,uri,http://www.wikidata.org/entity/Q6059861,en,literal,DeFacto,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q6487, http://www.wikidata.org/entity/Q406",literal,,,,,,,,,,,,,,wd:Q43
293,uri,http://www.wikidata.org/entity/Q845682,en,literal,Trakya University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43387,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2931,,,,,,,wd:Q43
294,uri,http://www.wikidata.org/entity/Q28059537,en,literal,Mudo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
295,uri,http://www.wikidata.org/entity/Q84992201,en,literal,Ekotürk,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
296,uri,http://www.wikidata.org/entity/Q28940722,en,literal,Home Store,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
297,uri,http://www.wikidata.org/entity/Q28940529,en,literal,Dry İstanbul,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
298,uri,http://www.wikidata.org/entity/Q2143214,en,literal,Remzi Kitabevi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1927-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
299,uri,http://www.wikidata.org/entity/Q28940710,en,literal,Atasay,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43,literal,,,,,,,,,,,,,,wd:Q43
300,uri,http://www.wikidata.org/entity/Q753778,en,literal,Atatürk University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
301,uri,http://www.wikidata.org/entity/Q1140939,en,literal,Turkish Petroleum Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
302,uri,http://www.wikidata.org/entity/Q28940599,en,literal,İstanbul Bilim Koleji,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
303,uri,http://www.wikidata.org/entity/Q83389,en,literal,Turkish Radio and Television Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q15078788,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
304,uri,http://www.wikidata.org/entity/Q98456772,en,literal,Tesco Express,,,,uri,http://www.wikidata.org/entity/Q27,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
305,uri,http://www.wikidata.org/entity/Q3674402,en,literal,Kahramanmaraş Sütçü İmam University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q482834,literal,,,,,,,,,,,,,,wd:Q43
306,uri,http://www.wikidata.org/entity/Q4907690,en,literal,Biletix,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
307,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q842,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,wd:Q43
308,uri,http://www.wikidata.org/entity/Q28220824,en,literal,TCDD Transport,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q3565868, http://www.wikidata.org/entity/Q177777",literal,,literal,,literal,http://www.wikidata.org/entity/Q2297724,literal,,,,,,,,,,,,,,wd:Q43
309,uri,http://www.wikidata.org/entity/Q6086972,en,literal,Cinius Publishing,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
310,uri,http://www.wikidata.org/entity/Q118134711,en,literal,tabii,http://www.w3.org/2001/XMLSchema#dateTime,literal,2023-05-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q1407228, http://www.wikidata.org/entity/Q220499",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
311,uri,http://www.wikidata.org/entity/Q6091533,,literal,Q6091533,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
312,uri,http://www.wikidata.org/entity/Q909613,en,literal,Turkey Business Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1924-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q29584334, http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,"http://www.wikidata.org/entity/Q3640, http://www.wikidata.org/entity/Q406",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,24887,,,,,,,wd:Q43
313,uri,http://www.wikidata.org/entity/Q1911924,en,literal,Mavi Jeans,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q607081,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
314,uri,http://www.wikidata.org/entity/Q18015543,en,literal,Colin's Jeans,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
315,uri,http://www.wikidata.org/entity/Q109533007,en,literal,ECOHOS Medical,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q35997,literal,,,,,,,,,,,,,,wd:Q43
316,uri,http://www.wikidata.org/entity/Q107509085,en,literal,Bitexen,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
317,uri,http://www.wikidata.org/entity/Q20471547,en,literal,Turkland Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
318,uri,http://www.wikidata.org/entity/Q6082615,en,literal,TRT Okul,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-31T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
319,uri,http://www.wikidata.org/entity/Q6046717,en,literal,Tümosan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q101333,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
320,uri,http://www.wikidata.org/entity/Q42114490,en,literal,Lifecell Turkey,,,,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
321,uri,http://www.wikidata.org/entity/Q535725,en,literal,TRT Haber,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q11030,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
322,uri,http://www.wikidata.org/entity/Q6084687,en,literal,Kral FM,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
323,uri,http://www.wikidata.org/entity/Q218006,en,literal,Kipa,,,,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
324,uri,http://www.wikidata.org/entity/Q108666247,en,literal,Lia Mimarlik,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q168866,literal,,,,,,,,,,,,,,wd:Q43
325,uri,http://www.wikidata.org/entity/Q24959818,en,literal,Jotform,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q193424, http://www.wikidata.org/entity/Q166142, http://www.wikidata.org/entity/Q11016",literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,800,,,,,,,wd:Q43
326,uri,http://www.wikidata.org/entity/Q3306835,en,literal,Osmangazi University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q168866,literal,,,,,,,,,,,,,,wd:Q43
327,uri,http://www.wikidata.org/entity/Q6054345,en,literal,Radyo Voyage,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
328,uri,http://www.wikidata.org/entity/Q3247377,en,literal,Bursa Uludağ University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40738,literal,,,,,,,,,,,,,,wd:Q43
329,uri,http://www.wikidata.org/entity/Q322962,en,literal,Garanti BBVA,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,209,,,,,,,wd:Q43
330,uri,http://www.wikidata.org/entity/Q1491731,en,literal,Galatasaray University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
331,uri,http://www.wikidata.org/entity/Q110658499,en,literal,A Para,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
332,uri,http://www.wikidata.org/entity/Q84987855,en,literal,Artı TV,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q365,literal,,,,,,,,,,,,,,wd:Q43
333,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,wd:Q43
334,uri,http://www.wikidata.org/entity/Q7513486,en,literal,Siirt University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q185084,literal,,,,,,,,,,,,,,wd:Q43
335,uri,http://www.wikidata.org/entity/Q747060,en,literal,Samanyolu TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3042,literal,,,,,,,,,,,,,,wd:Q43
336,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,wd:Q43
337,uri,http://www.wikidata.org/entity/Q28729986,en,literal,Penti,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
338,uri,http://www.wikidata.org/entity/Q6058218,en,literal,Casper Computer,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
339,uri,http://www.wikidata.org/entity/Q931084,en,literal,Godiva Chocolatier,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q219244, http://www.wikidata.org/entity/Q60",literal,,,,,,,,,,,,,,wd:Q43
340,uri,http://www.wikidata.org/entity/Q6031999,en,literal,İstikbal,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
341,uri,http://www.wikidata.org/entity/Q2006738,en,literal,Show TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
342,uri,http://www.wikidata.org/entity/Q6087645,en,literal,Bloomberg HT,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q217411,literal,,,,,,,,,,,,,,wd:Q43
343,uri,http://www.wikidata.org/entity/Q123286328,en,literal,Eğit-Koop,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
344,uri,http://www.wikidata.org/entity/Q6073794,en,literal,Amasya University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q80036,literal,,,,,,,,,,,,,,wd:Q43
345,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,wd:Q43
346,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,wd:Q43
347,uri,http://www.wikidata.org/entity/Q17373410,en,literal,Derimod,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
348,uri,http://www.wikidata.org/entity/Q6009972,en,literal,Metis Publishing,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
349,uri,http://www.wikidata.org/entity/Q4810943,en,literal,Erciyes University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q48338,literal,,,,,,,,,,,,,,wd:Q43
350,uri,http://www.wikidata.org/entity/Q28940537,en,literal,Cacharel,,,,uri,http://www.wikidata.org/entity/Q159,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
351,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q34,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,wd:Q43
352,uri,http://www.wikidata.org/entity/Q28605866,en,literal,Joker Baby,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43,literal,,,,,,,,,,,,,,wd:Q43
353,uri,http://www.wikidata.org/entity/Q6089511,en,literal,Radio FG,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
354,uri,http://www.wikidata.org/entity/Q8047517,en,literal,Yalova University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q205942,literal,,,,,,,,,,,,,,wd:Q43
355,uri,http://www.wikidata.org/entity/Q50842753,en,literal,Koç University Press,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,http://www.wikidata.org/entity/Q1193155,,,,,,,,,,,,,wd:Q43
356,uri,http://www.wikidata.org/entity/Q70225118,en,literal,TRT Spor Yıldız,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
357,uri,http://www.wikidata.org/entity/Q7909026,en,literal,Vakko,http://www.w3.org/2001/XMLSchema#dateTime,literal,1934-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
358,uri,http://www.wikidata.org/entity/Q7672099,en,literal,teve2,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q746516,literal,,,,,,,,,,,,,,wd:Q43
359,uri,http://www.wikidata.org/entity/Q6035800,en,literal,Doğuş Otomotiv,,,,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
360,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q32,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,wd:Q43
361,uri,http://www.wikidata.org/entity/Q1496654,en,literal,Gaziantep University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q93338,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1250,,,,,,,wd:Q43
362,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q796,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,wd:Q43
363,uri,http://www.wikidata.org/entity/Q6405077,en,literal,Kidz/Animez,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
364,uri,http://www.wikidata.org/entity/Q416624,en,literal,Akbank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
