,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,country
286,uri,http://www.wikidata.org/entity/Q121330277,en,literal,FAAM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q99529212,literal,,literal,,literal,http://www.wikidata.org/entity/Q18426992,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
287,uri,http://www.wikidata.org/entity/Q158285,en,literal,Diesel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q46357,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
288,uri,http://www.wikidata.org/entity/Q110518313,en,literal,Tonino Lamborghini Spa,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,http://www.wikidata.org/entity/Q743276,literal,,literal,http://www.wikidata.org/entity/Q3754496,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
289,uri,http://www.wikidata.org/entity/Q324782,en,literal,Beretta,http://www.w3.org/2001/XMLSchema#dateTime,literal,1526-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q392933,literal,,literal,,literal,http://www.wikidata.org/entity/Q6221,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
290,uri,http://www.wikidata.org/entity/Q1492387,en,literal,Galleria Nazionale d'Arte Moderna e Contemporanea,http://www.w3.org/2001/XMLSchema#dateTime,literal,1883-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,it,literal,Galleria Nazionale d'Arte Moderna e Contemporanea,http://www.w3.org/2001/XMLSchema#decimal,literal,64,,,,,,,,,,,,,wd:Q38
291,uri,http://www.wikidata.org/entity/Q1207494,en,literal,De'Longhi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1902-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q5358499,literal,http://www.wikidata.org/entity/Q104798401,literal,"http://www.wikidata.org/entity/Q19975780, http://www.wikidata.org/entity/Q19975781",literal,http://www.wikidata.org/entity/Q5475,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10069,,,,,,,,,,,,,wd:Q38
292,uri,http://www.wikidata.org/entity/Q122839650,en,literal,Like Reply,,,,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
293,uri,http://www.wikidata.org/entity/Q48800487,en,literal,Infostrada,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,it,literal,Infostrada S.p.A.,,,,,,,,,,,,,,,,wd:Q38
294,uri,http://www.wikidata.org/entity/Q17100478,en,literal,Luisa Via Roma,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q949715, http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793, http://www.wikidata.org/entity/Q12684",literal,,literal,,literal,http://www.wikidata.org/entity/Q2044,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
295,uri,http://www.wikidata.org/entity/Q16527177,en,literal,Antica Trattoria Bagutto,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
296,uri,http://www.wikidata.org/entity/Q3980959,en,literal,Taodue Film,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q56611639,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,it,literal,Taodue S.r.l.,,,,,,,,,,,,,,,,wd:Q38
297,uri,http://www.wikidata.org/entity/Q34613872,en,literal,Mister Tennis S.r.l.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q53827,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
298,uri,http://www.wikidata.org/entity/Q696376,en,literal,Versace,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q12684,literal,"http://www.wikidata.org/entity/Q115394460, http://www.wikidata.org/entity/Q123352677",literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
299,uri,http://www.wikidata.org/entity/Q2262005,en,literal,Kartell,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q1817883, http://www.wikidata.org/entity/Q187939",literal,,literal,,literal,"http://www.wikidata.org/entity/Q42413, http://www.wikidata.org/entity/Q490",literal,,,,,,,,,,,,,,,,,,,,wd:Q38
300,uri,http://www.wikidata.org/entity/Q69641034,en,literal,Artex Film,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,http://www.wikidata.org/entity/Q617,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
301,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,en,literal,B&B Hotels,,,,,,,,,,,,,,,,wd:Q38
302,uri,http://www.wikidata.org/entity/Q3853710,,literal,Q3853710,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-10-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q26643,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,it,literal,MediaShopping S.p.A.,,,,,,,,,,,,,,,,wd:Q38
303,uri,http://www.wikidata.org/entity/Q98390724,en,literal,Radio Skylab,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q271358,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
304,uri,http://www.wikidata.org/entity/Q2454999,en,literal,Candy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q39985,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
305,uri,http://www.wikidata.org/entity/Q5017191,en,literal,Caffè Pascucci,http://www.w3.org/2001/XMLSchema#dateTime,literal,1883-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
306,uri,http://www.wikidata.org/entity/Q96755412,en,literal,ASST Rhodense,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q42291,literal,http://www.wikidata.org/entity/Q96754675,,,,,,,,,,,,,,,,,,,wd:Q38
307,uri,http://www.wikidata.org/entity/Q482539,en,literal,"Fila, Inc.",http://www.w3.org/2001/XMLSchema#dateTime,literal,1911-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q645292,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
308,uri,http://www.wikidata.org/entity/Q3925346,en,literal,Publitalia '80,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q56611639,literal,,literal,,literal,http://www.wikidata.org/entity/Q38,literal,,it,literal,Publitalia '80 S.p.A.,,,,,,,,,,,,,,,,wd:Q38
309,uri,http://www.wikidata.org/entity/Q3801479,en,literal,Iper,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
310,uri,http://www.wikidata.org/entity/Q3928688,en,literal,Radio Babboleo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1449,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
311,uri,http://www.wikidata.org/entity/Q117061504,en,literal,Hook,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-07-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
312,uri,http://www.wikidata.org/entity/Q749034,en,literal,Mediobanca,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
313,uri,http://www.wikidata.org/entity/Q254397,en,literal,Dainese S.p.A.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q61776713,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
314,uri,http://www.wikidata.org/entity/Q114723272,en,literal,Rinascimento,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q13369,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
315,uri,http://www.wikidata.org/entity/Q3645372,en,literal,Brooksfield,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
316,uri,http://www.wikidata.org/entity/Q5212365,en,literal,Damiani,http://www.w3.org/2001/XMLSchema#dateTime,literal,1924-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q161439,literal,,literal,,literal,http://www.wikidata.org/entity/Q17689,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
317,uri,http://www.wikidata.org/entity/Q16572717,en,literal,Linear Assicurazioni,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1891,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
318,uri,http://www.wikidata.org/entity/Q1964784,en,literal,Prysmian Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,it,literal,PRYSMIAN S.p.A.,http://www.w3.org/2001/XMLSchema#decimal,literal,28321,http://www.w3.org/2001/XMLSchema#decimal,literal,174000000,,,,,,,,,,wd:Q38
319,uri,http://www.wikidata.org/entity/Q2461960,en,literal,Technogym,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q6662,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
320,uri,http://www.wikidata.org/entity/Q28056374,en,literal,Tezenis,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
321,uri,http://www.wikidata.org/entity/Q5971634,en,literal,IK Multimedia Production srl,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q279,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
322,uri,http://www.wikidata.org/entity/Q91307483,en,literal,Yesss Electrical,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165722,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
323,uri,http://www.wikidata.org/entity/Q56777493,en,literal,Rizzoli Libri,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
324,uri,http://www.wikidata.org/entity/Q73986,en,literal,Neos,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40588,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
325,uri,http://www.wikidata.org/entity/Q3926276,en,literal,QVC,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q39985,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
326,uri,http://www.wikidata.org/entity/Q3696429,en,literal,CRAI,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q233,literal,http://www.wikidata.org/entity/Q331814,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,it,literal,Commissionarie Riunite Alimentaristi Italiani,,,,,,,,,,,,,,,,wd:Q38
327,uri,http://www.wikidata.org/entity/Q65028425,en,literal,Outletarreda,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q53269,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
328,uri,http://www.wikidata.org/entity/Q87810072,en,literal,ASST Lariana,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-12-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1308,literal,http://www.wikidata.org/entity/Q97381717,,,,,,,,,,,,,,,,,,,wd:Q38
329,uri,http://www.wikidata.org/entity/Q3869507,en,literal,EOLO,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q1155,literal,,it,literal,EOLO SpA,,,,,,,,,,,,,,,,wd:Q38
330,uri,http://www.wikidata.org/entity/Q530087,en,literal,ATAC,http://www.w3.org/2001/XMLSchema#dateTime,literal,1909-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,it,literal,ATAC S.p.A. Azienda per la mobilità,http://www.w3.org/2001/XMLSchema#decimal,literal,11046,http://www.w3.org/2001/XMLSchema#decimal,literal,7612009,,,,,,,,,,wd:Q38
331,uri,http://www.wikidata.org/entity/Q207770,en,literal,Pirelli,http://www.w3.org/2001/XMLSchema#dateTime,literal,1872-01-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q107598157, http://www.wikidata.org/entity/Q29585181, http://www.wikidata.org/entity/Q190117",literal,http://www.wikidata.org/entity/Q144191,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,30198,http://www.w3.org/2001/XMLSchema#decimal,literal,175707000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,12733914000,http://www.w3.org/2001/XMLSchema#decimal,literal,7130000000,wd:Q38
332,uri,http://www.wikidata.org/entity/Q8165619,en,literal,istella,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q56611700,literal,,literal,,literal,http://www.wikidata.org/entity/Q3944141,literal,,it,literal,Istella S.r.l.,,,,,,,,,,,,,,,,wd:Q38
333,uri,http://www.wikidata.org/entity/Q106823511,en,literal,Cue Press,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q50195,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
334,uri,http://www.wikidata.org/entity/Q3661318,en,literal,Casa editrice Tito Belati,http://www.w3.org/2001/XMLSchema#dateTime,literal,1900-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
335,uri,http://www.wikidata.org/entity/Q5431701,en,literal,Renantis,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
336,uri,http://www.wikidata.org/entity/Q914349,en,literal,Rai 2,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
337,uri,http://www.wikidata.org/entity/Q3719249,en,literal,Editori Riuniti,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
338,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,en,literal,B&B Hotels,,,,,,,,,,,,,,,,wd:Q38
339,uri,http://www.wikidata.org/entity/Q6420723,en,literal,Pearson Education,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
340,uri,http://www.wikidata.org/entity/Q110967194,en,literal,OAK,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q36295,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
341,uri,http://www.wikidata.org/entity/Q3071105,en,literal,Voiello,http://www.w3.org/2001/XMLSchema#dateTime,literal,1879-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q72712,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
342,uri,http://www.wikidata.org/entity/Q2454999,en,literal,Candy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q39985,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
343,uri,http://www.wikidata.org/entity/Q3833050,en,literal,OpNet,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,it,literal,OpNet S.p.A.,,,,,,,,,,,,,,,,wd:Q38
344,uri,http://www.wikidata.org/entity/Q16545599,en,literal,Crime+Investigation (Italy),,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
345,uri,http://www.wikidata.org/entity/Q735873,en,literal,Kappa,http://www.w3.org/2001/XMLSchema#dateTime,literal,1916-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q768186, http://www.wikidata.org/entity/Q28823",literal,,literal,,literal,http://www.wikidata.org/entity/Q495,literal,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,16000000,,,,,,,,,,wd:Q38
346,uri,http://www.wikidata.org/entity/Q116714992,en,literal,Cantina Produttori di Valdobbiadene,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q47428,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
347,uri,http://www.wikidata.org/entity/Q926575,en,literal,Fendi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1925-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q12684,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
348,uri,http://www.wikidata.org/entity/Q2786962,en,literal,Gitzo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1917-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166087,literal,,literal,,literal,http://www.wikidata.org/entity/Q478105,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
349,uri,http://www.wikidata.org/entity/Q62529245,en,literal,Histoire d'Or,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
